query,phylum,class,order,family,genus
Misgolas hubbardi,Arthropoda,Arachnida,Araneae,Idiopidae,Misgolas
Segregara abrahami,Arthropoda,Arachnida,Araneae,Idiopidae,Segregara
Leptoneta infuscata,Arthropoda,Arachnida,Araneae,Leptonetidae,Leptoneta
Acanthogonatus campanae,Arthropoda,Arachnida,Araneae,Nemesiidae,Acanthogonatus
Stanwellia hoggi,Arthropoda,Arachnida,Araneae,Nemesiidae,Stanwellia
Gaucelmus augustinus,Arthropoda,Arachnida,Araneae,Nesticidae,Gaucelmus
Novodamus nodatus,Arthropoda,Arachnida,Araneae,Nicodamidae,Novodamus
Palpimanus gibbulus,Arthropoda,Arachnida,Araneae,Palpimanidae,Palpimanus
Phrynus longipes,Arthropoda,Arachnida,Amblypygi,Phrynidae,Phrynus
Xevioso orthomeles,Arthropoda,Arachnida,Araneae,Phyxelididae,Xevioso
Austrodomus zuluensis,Arthropoda,Arachnida,Araneae,Prodidomidae,Austrodomus
Ariadna insidiatrix,Arthropoda,Arachnida,Araneae,Segestriidae,Ariadna
Selenops cocheleti,Arthropoda,Arachnida,Araneae,Selenopidae,Selenops
Selenops nesophilus,Arthropoda,Arachnida,Araneae,Selenopidae,Selenops
Caayguara album,Arthropoda,Arachnida,Araneae,Sparassidae,Caayguara
Pseudomicrommata longipes,Arthropoda,Arachnida,Araneae,Sparassidae,Pseudomicrommata
Pandava sarasvati,Arthropoda,Arachnida,Araneae,Titanoecidae,Pandava
Trogloraptor marchingtoni,Arthropoda,Arachnida,Araneae,Trogloraptoridae,Trogloraptor
Diores femoralis,Arthropoda,Arachnida,Araneae,Zodariidae,Diores
Habronestes raveni,Arthropoda,Arachnida,Araneae,Zodariidae,Habronestes
Hermippus septemguttatus,Arthropoda,Arachnida,Araneae,Zodariidae,Hermippus
Griswoldia transversa,Arthropoda,Arachnida,Araneae,Zoropsidae,Griswoldia
Phanotea sathegyna,Arthropoda,Arachnida,Araneae,Zoropsidae,Phanotea
Zoropsis spinimana,Arthropoda,Arachnida,Araneae,Zoropsidae,Zoropsis
Pseudopoda semiannulata,Arthropoda,Arachnida,Araneae,Sparassidae,Pseudopoda
Pseudopoda bibulba,Arthropoda,Arachnida,Araneae,Sparassidae,Pseudopoda
Pseudopoda bicruris,Arthropoda,Arachnida,Araneae,Sparassidae,Pseudopoda
Pseudopoda cangschana,Arthropoda,Arachnida,Araneae,Sparassidae,Pseudopoda
Pseudopoda daliensis,Arthropoda,Arachnida,Araneae,Sparassidae,Pseudopoda
Pseudopoda gibberosa,Arthropoda,Arachnida,Araneae,Sparassidae,Pseudopoda
Pseudopoda interposita,Arthropoda,Arachnida,Araneae,Sparassidae,Pseudopoda
Pseudopoda kunmingensis,Arthropoda,Arachnida,Araneae,Sparassidae,Pseudopoda
Pseudopoda lushanensis,Arthropoda,Arachnida,Araneae,Sparassidae,Pseudopoda
Pseudopoda mediana,Arthropoda,Arachnida,Araneae,Sparassidae,Pseudopoda
Pseudopoda rivicola,Arthropoda,Arachnida,Araneae,Sparassidae,Pseudopoda
Pseudopoda roganda,Arthropoda,Arachnida,Araneae,Sparassidae,Pseudopoda
Pseudopoda sinapophysis,Arthropoda,Arachnida,Araneae,Sparassidae,Pseudopoda
Pseudopoda recta,Arthropoda,Arachnida,Araneae,Sparassidae,Pseudopoda
Pseudopoda digitata,Arthropoda,Arachnida,Araneae,Sparassidae,Pseudopoda
Pseudopoda serrata,Arthropoda,Arachnida,Araneae,Sparassidae,Pseudopoda
Pseudopoda spiculata,Arthropoda,Arachnida,Araneae,Sparassidae,Pseudopoda
Pseudopoda tiantangensis,Arthropoda,Arachnida,Araneae,Sparassidae,Pseudopoda
Pseudopoda yunnanensis,Arthropoda,Arachnida,Araneae,Sparassidae,Pseudopoda
Sinopoda pengi,Arthropoda,Arachnida,Araneae,Sparassidae,Sinopoda
Sinopoda anguina,Arthropoda,Arachnida,Araneae,Sparassidae,Sinopoda
Podapolipus luzoni,Arthropoda,Arachnida,Trombidiformes,Podapolipidae,Podapolipus
Trechaleoides keyserlingi,Arthropoda,Arachnida,Araneae,Trechaleidae,Trechaleoides
Trechalea bucculenta,Arthropoda,Arachnida,Araneae,Trechaleidae,Trechalea
Paradossenus longipes,Arthropoda,Arachnida,Araneae,Trechaleidae,Paradossenus
Aname pallida,Arthropoda,Arachnida,Araneae,Nemesiidae,Aname
Swolnpes darwini,Arthropoda,Arachnida,Araneae,Nemesiidae,Swolnpes
Stanwellia inornata,Arthropoda,Arachnida,Araneae,Nemesiidae,Stanwellia
Namea flavomaculata,Arthropoda,Arachnida,Araneae,Nemesiidae,Namea
Titanoeca spominima,Arthropoda,Arachnida,Araneae,Titanoecidae,Titanoeca
Eresus moravicus,Arthropoda,Arachnida,Araneae,Eresidae,Eresus
Nemastoma bimaculatum,Arthropoda,Arachnida,Opiliones,Nemastomatidae,Nemastoma
Mitostoma chrysomelas,Arthropoda,Arachnida,Opiliones,Nemastomatidae,Mitostoma
Nemastoma lugubre,Arthropoda,Arachnida,Opiliones,Nemastomatidae,Nemastoma
Leiobunum religiosum,Arthropoda,Arachnida,Opiliones,Leiobunidae,Leiobunum
Oxyopes ramosus,Arthropoda,Arachnida,Araneae,Oxyopidae,Oxyopes
Leiobunum rotundum,Arthropoda,Arachnida,Opiliones,Leiobunidae,Leiobunum
Nemastoma triste,Arthropoda,Arachnida,Opiliones,Nemastomatidae,Nemastoma
Astrobunus laevipes,Arthropoda,Arachnida,Opiliones,Sclerosomatidae,Astrobunus
Leiobunum limbatum,Arthropoda,Arachnida,Opiliones,Leiobunidae,Leiobunum
Nelima silvatica,Arthropoda,Arachnida,Opiliones,Leiobunidae,Nelima
Urodacus planimanus,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Urodacus
Cethegus fugax,Arthropoda,Arachnida,Araneae,Dipluridae,Cethegus
Anidiops villosus,Arthropoda,Arachnida,Araneae,Idiopidae,Anidiops
Cataxia maculata,Arthropoda,Arachnida,Araneae,Idiopidae,Cataxia
Euoplos spinnipes,Arthropoda,Arachnida,Araneae,Idiopidae,Euoplos
Misgolas rapax,Arthropoda,Arachnida,Araneae,Idiopidae,Misgolas
Euoplos mcmillani,Arthropoda,Arachnida,Araneae,Idiopidae,Euoplos
Aganippe castellum,Arthropoda,Arachnida,Araneae,Idiopidae,Aganippe
Eucyrtops eremaeus,Arthropoda,Arachnida,Araneae,Idiopidae,Eucyrtops
Eucyrtops latior,Arthropoda,Arachnida,Araneae,Idiopidae,Eucyrtops
Cantuaria stewarti,Arthropoda,Arachnida,Araneae,Idiopidae,Cantuaria
Cantuaria johnsi,Arthropoda,Arachnida,Araneae,Idiopidae,Cantuaria
Euoplos similaris,Arthropoda,Arachnida,Araneae,Idiopidae,Euoplos
Euoplos tasmanicus,Arthropoda,Arachnida,Araneae,Idiopidae,Euoplos
Misgolas gracilis,Arthropoda,Arachnida,Araneae,Idiopidae,Misgolas
Aganippe subtristis,Arthropoda,Arachnida,Araneae,Idiopidae,Aganippe
Euoplos annulipes,Arthropoda,Arachnida,Araneae,Idiopidae,Euoplos
Misgolas robertsi,Arthropoda,Arachnida,Araneae,Idiopidae,Misgolas
Cataxia pulleinei,Arthropoda,Arachnida,Araneae,Idiopidae,Cataxia
Cataxia spinipectoris,Arthropoda,Arachnida,Araneae,Idiopidae,Cataxia
Cataxia pallida,Arthropoda,Arachnida,Araneae,Idiopidae,Cataxia
Cataxia victoriae,Arthropoda,Arachnida,Araneae,Idiopidae,Cataxia
Blakistonia aurea,Arthropoda,Arachnida,Araneae,Idiopidae,Blakistonia
Arbanitis robertcollinsi,Arthropoda,Arachnida,Araneae,Idiopidae,Arbanitis
Aganippe winsori,Arthropoda,Arachnida,Araneae,Idiopidae,Aganippe
Aganippe cupulifex,Arthropoda,Arachnida,Araneae,Idiopidae,Aganippe
Misgolas villosus,Arthropoda,Arachnida,Araneae,Idiopidae,Misgolas
Euoplos ornatus,Arthropoda,Arachnida,Araneae,Idiopidae,Euoplos
Cataxia bolganupensis,Arthropoda,Arachnida,Araneae,Idiopidae,Cataxia
Arbanitis longipes,Arthropoda,Arachnida,Araneae,Idiopidae,Arbanitis
Aganippe smeatoni,Arthropoda,Arachnida,Araneae,Idiopidae,Aganippe
Demodex caprae,Arthropoda,Arachnida,Trombidiformes,Demodicidae,Demodex
Mitogoniella taquara,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Mitogoniella
Cataxia barrettae,Arthropoda,Arachnida,Araneae,Idiopidae,Cataxia
Cataxia stirlingi,Arthropoda,Arachnida,Araneae,Idiopidae,Cataxia
Cataxia sandsorum,Arthropoda,Arachnida,Araneae,Idiopidae,Cataxia
Cataxia colesi,Arthropoda,Arachnida,Araneae,Idiopidae,Cataxia
Cataxia melindae,Arthropoda,Arachnida,Araneae,Idiopidae,Cataxia
Amerodectes hribari,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Amerodectes
Amerodectes seiurus,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Amerodectes
Surazomus manaus,Arthropoda,Arachnida,Schizomida,Hubbardiidae,Surazomus
Surazomus brasiliensis,Arthropoda,Arachnida,Schizomida,Hubbardiidae,Surazomus
Ovozomus lunatus,Arthropoda,Arachnida,Schizomida,Hubbardiidae,Ovozomus
Ovozomus peradeniyensis,Arthropoda,Arachnida,Schizomida,Hubbardiidae,Ovozomus
Hygrobates turcicus,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Hygrobates
Hygrobates persicus,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Hygrobates
Hygrobates marezaensis,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Hygrobates
Hygrobates foreli,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Hygrobates
Cantuaria prina,Arthropoda,Arachnida,Araneae,Idiopidae,Cantuaria
Cantuaria wanganuiensis,Arthropoda,Arachnida,Araneae,Idiopidae,Cantuaria
Cantuaria magna,Arthropoda,Arachnida,Araneae,Idiopidae,Cantuaria
Cantuaria assimilis,Arthropoda,Arachnida,Araneae,Idiopidae,Cantuaria
Cantuaria kakanuiensis,Arthropoda,Arachnida,Araneae,Idiopidae,Cantuaria
Cantuaria myersi,Arthropoda,Arachnida,Araneae,Idiopidae,Cantuaria
Cantuaria insulana,Arthropoda,Arachnida,Araneae,Idiopidae,Cantuaria
Cantuaria dendyi,Arthropoda,Arachnida,Araneae,Idiopidae,Cantuaria
Cantuaria pilama,Arthropoda,Arachnida,Araneae,Idiopidae,Cantuaria
Cantuaria depressa,Arthropoda,Arachnida,Araneae,Idiopidae,Cantuaria
Cantuaria toddae,Arthropoda,Arachnida,Araneae,Idiopidae,Cantuaria
Pseudoblothrus roszkovskii,Arthropoda,Arachnida,Pseudoscorpiones,Syarinidae,Pseudoblothrus
Oxyopes heterophthalmus,Arthropoda,Arachnida,Araneae,Oxyopidae,Oxyopes
Stygobromus estes,Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Stygobromus
Novophytoptus rostratae,Arthropoda,Arachnida,Trombidiformes,Phytoptidae,Novophytoptus
Trisetacus pini,Arthropoda,Arachnida,Trombidiformes,Phytoptidae,Trisetacus
Cecidophyopsis ribis,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Cecidophyopsis
Osperalycus tenerphagus,Arthropoda,Arachnida,Sarcoptiformes,Nematalycidae,Osperalycus
Proteonematalycus wagneri,Arthropoda,Arachnida,Sarcoptiformes,Proteonematalycidae,Proteonematalycus
Terpnacarus gibbosus,Arthropoda,Arachnida,Sarcoptiformes,Terpnacaridae,Terpnacarus
Boydaia agelaii,Arthropoda,Arachnida,Trombidiformes,Ereynetidae,Boydaia
Neosilphitrombium tenebrionidum,Arthropoda,Arachnida,Trombidiformes,Neothrombiidae,Neosilphitrombium
Pyemotes herfsi,Arthropoda,Arachnida,Trombidiformes,Pyemotidae,Pyemotes
Chrysomelobia labidomerae,Arthropoda,Arachnida,Trombidiformes,Podapolipidae,Chrysomelobia
Caraboacarus stammeri,Arthropoda,Arachnida,Trombidiformes,Caraboacaridae,Caraboacarus
Elattoma abeskoun,Arthropoda,Arachnida,Trombidiformes,Pygmephoridae,Elattoma
Pseudopygmephorellus mazandaranicus,Arthropoda,Arachnida,Trombidiformes,Pygmephoridae,Pseudopygmephorellus
Archidispus insolitus,Arthropoda,Arachnida,Trombidiformes,Scutacaridae,Archidispus
Archidispus bembidii,Arthropoda,Arachnida,Trombidiformes,Scutacaridae,Archidispus
Caenolestomyobia faini,Arthropoda,Arachnida,Trombidiformes,Myobiidae,Caenolestomyobia
Radfordia lemnina,Arthropoda,Arachnida,Trombidiformes,Myobiidae,Radfordia
Harpyrhynchoides zumpti,Arthropoda,Arachnida,Trombidiformes,Harpirhynchidae,Harpyrhynchoides
Harpypalpoides johnstoni,Arthropoda,Arachnida,Trombidiformes,Harpirhynchidae,Harpypalpoides
Harpypalpoides lesickii,Arthropoda,Arachnida,Trombidiformes,Harpirhynchidae,Harpypalpoides
Harpypalpus holopus,Arthropoda,Arachnida,Trombidiformes,Harpirhynchidae,Harpypalpus
Bakericheyla chanayi,Arthropoda,Arachnida,Trombidiformes,Cheyletidae,Bakericheyla
Charadriphilus gallinago,Arthropoda,Arachnida,Trombidiformes,Syringophilidae,Charadriphilus
Syringophilopsis porzanae,Arthropoda,Arachnida,Trombidiformes,Syringophilidae,Syringophilopsis
Congocoptes sphyrapicicola,Arthropoda,Arachnida,Sarcoptiformes,Turbinoptidae,Congocoptes
Bandona boninensis,Arthropoda,Arachnida,Opiliones,Assamiidae,Bandona
Aceria chibaensis,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Aceria
Tinaminyssus streptopelioides,Arthropoda,Arachnida,Mesostigmata,Rhinonyssidae,Tinaminyssus
Tinaminyssus streptopeliae,Arthropoda,Arachnida,Mesostigmata,Rhinonyssidae,Tinaminyssus
Vestalenula pagliolii,Arthropoda,Ostracoda,Podocopida,Darwinulidae,Vestalenula
Alicenula serricaudata,Arthropoda,Ostracoda,Podocopida,Darwinulidae,Alicenula
Sperchonopsis ecphyma,Arthropoda,Arachnida,Trombidiformes,Sperchontidae,Sperchonopsis
Xorilbia gracilis,Arthropoda,Arachnida,Pseudoscorpiones,Ideoroncidae,Xorilbia
Moggridgea rainbowi,Arthropoda,Arachnida,Araneae,Migidae,Moggridgea
Macrocheles willowae,Arthropoda,Arachnida,Mesostigmata,Macrochelidae,Macrocheles
Macrocheles kaiju,Arthropoda,Arachnida,Mesostigmata,Macrochelidae,Macrocheles
Macrocheles pratum,Arthropoda,Arachnida,Mesostigmata,Macrochelidae,Macrocheles
Macrocheles nataliae,Arthropoda,Arachnida,Mesostigmata,Macrochelidae,Macrocheles
Macrocheles praedafimetorum,Arthropoda,Arachnida,Mesostigmata,Macrochelidae,Macrocheles
Prasadiseius cocytes,Arthropoda,Arachnida,Mesostigmata,Otopheidomenidae,Prasadiseius
Neocarus bajacalifornicus,Arthropoda,Arachnida,Opilioacarida,Opilioacaridae,Neocarus
Chiromachetes sahyadriensis,Arthropoda,Arachnida,Scorpiones,Hemiscorpiidae,Chiromachetes
Heterometrus phipsoni,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Heterometrus
Histiostoma feroniarum,Arthropoda,Arachnida,Sarcoptiformes,Histiostomatidae,Histiostoma
Qiongocera hongjunensis,Arthropoda,Arachnida,Araneae,Ochyroceratidae,Qiongocera
Sinoderces exilis,Arthropoda,Arachnida,Araneae,Ochyroceratidae,Sinoderces
Sinoderces nawanensis,Arthropoda,Arachnida,Araneae,Ochyroceratidae,Sinoderces
Luzonacera chang,Arthropoda,Arachnida,Araneae,Ochyroceratidae,Luzonacera
Thaiderces jian,Arthropoda,Arachnida,Araneae,Ochyroceratidae,Thaiderces
Relictocera qiyi,Arthropoda,Arachnida,Araneae,Ochyroceratidae,Relictocera
Tegipiolus pachypus,Arthropoda,Arachnida,Opiliones,Kimulidae,Tegipiolus
Relictopiolus galadriel,Arthropoda,Arachnida,Opiliones,Kimulidae,Relictopiolus
Domitius sbordonii,Arthropoda,Arachnida,Araneae,Nesticidae,Domitius
Domitius menozzii,Arthropoda,Arachnida,Araneae,Nesticidae,Domitius
Missulena harewoodi,Arthropoda,Arachnida,Araneae,Actinopodidae,Missulena
Piona exilis,Arthropoda,Arachnida,Trombidiformes,Pionidae,Piona
Acasta crucibasis,Arthropoda,Hexanauplia,Sessilia,Archaeobalanidae,Acasta
Atropacarus striculus,Arthropoda,Arachnida,Sarcoptiformes,Steganacaridae,Atropacarus
Neoribates quadrisetosus,Arthropoda,Arachnida,Sarcoptiformes,Parakalummidae,Neoribates
Epidamaeus arcticolus,Arthropoda,Arachnida,Sarcoptiformes,Damaeidae,Epidamaeus
Hesperentomon chinghaiense,Arthropoda,Protura,NULL,Hesperentomidae,Hesperentomon
Hesperentomon pectigastrulum,Arthropoda,Protura,NULL,Hesperentomidae,Hesperentomon
Hesperentomon bolense,Arthropoda,Protura,NULL,Hesperentomidae,Hesperentomon
Pseudalloptinus pithecophagae,Arthropoda,Arachnida,Sarcoptiformes,Pterolichidae,Pseudalloptinus
Hieracolichus philippinensis,Arthropoda,Arachnida,Sarcoptiformes,Gabuciniidae,Hieracolichus
Pseudogabucinia nisaeti,Arthropoda,Arachnida,Sarcoptiformes,Kramerellidae,Pseudogabucinia
Scotinella fratrella,Arthropoda,Arachnida,Araneae,Corinnidae,Scotinella
Meriola decepta (species in subphylum Chelicerata,Arthropoda,Arachnida,Araneae,Trachelidae,Meriola
Nesticella beccus,Arthropoda,Arachnida,Araneae,Nesticidae,Nesticella
Nesticella aelleni,Arthropoda,Arachnida,Araneae,Nesticidae,Nesticella
Nesticella laotica,Arthropoda,Arachnida,Araneae,Nesticidae,Nesticella
Wraios longiembolus,Arthropoda,Arachnida,Araneae,Nesticidae,Wraios
Carpathonesticus racovitzai,Arthropoda,Arachnida,Araneae,Nesticidae,Carpathonesticus
Speleoticus navicellatus,Arthropoda,Arachnida,Araneae,Nesticidae,Speleoticus
Speleoticus uenoi,Arthropoda,Arachnida,Araneae,Nesticidae,Speleoticus
Cyclocarcina floronoides,Arthropoda,Arachnida,Araneae,Nesticidae,Cyclocarcina
Leiobunum globosum,Arthropoda,Arachnida,Opiliones,Leiobunidae,Leiobunum
Leiobunum manubriatum,Arthropoda,Arachnida,Opiliones,Leiobunidae,Leiobunum
Paraeobathynella ratensis,Arthropoda,Malacostraca,Bathynellacea,Parabathynellidae,Paraeobathynella
Paraeobathynella siamensis,Arthropoda,Malacostraca,Bathynellacea,Parabathynellidae,Paraeobathynella
Paraeobathynella hanjavanitiana,Arthropoda,Malacostraca,Bathynellacea,Parabathynellidae,Paraeobathynella
Arrenurus birgei,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus
Macrocheles muscaedomesticae,Arthropoda,Arachnida,Mesostigmata,Macrochelidae,Macrocheles
Banksinoma spinifera,Arthropoda,Arachnida,Sarcoptiformes,Banksinomidae,Banksinoma
Micreremus brevipes,Arthropoda,Arachnida,Sarcoptiformes,Micreremidae,Micreremus
Ameroseius corbiculus,Arthropoda,Arachnida,Mesostigmata,Ameroseiidae,Ameroseius
Plicatalloptes pelecani,Arthropoda,Arachnida,Sarcoptiformes,Alloptidae,Plicatalloptes
Metingrassia pelecani,Arthropoda,Arachnida,Sarcoptiformes,Xolalgidae,Metingrassia
Neopteronyssus pici,Arthropoda,Arachnida,Sarcoptiformes,Pteronyssidae,Neopteronyssus
Picalgoides picimajoris,Arthropoda,Arachnida,Sarcoptiformes,Psoroptoididae,Picalgoides
Eremobelba gracilior,Arthropoda,Arachnida,Sarcoptiformes,Eremobelbidae,Eremobelba
Dendrolaelaps reticulosus,Arthropoda,Arachnida,Mesostigmata,Digamasellidae,Dendrolaelaps
Macrocheles subbadius,Arthropoda,Arachnida,Mesostigmata,Macrochelidae,Macrocheles
Ophionyssus natricis,Arthropoda,Arachnida,Mesostigmata,Macronyssidae,Ophionyssus
Porrhothele antipodiana,Arthropoda,Arachnida,Araneae,Hexathelidae,Porrhothele
Uliodon albopunctatus,Arthropoda,Arachnida,Araneae,Zoropsidae,Uliodon
Cambridgea quadromaculata,Arthropoda,Arachnida,Araneae,Stiphidiidae,Cambridgea
Flavalona costata,Arthropoda,Branchiopoda,Diplostraca,Eurycercidae,Flavalona
Scutomegninia phalacrocoracis,Arthropoda,Arachnida,Sarcoptiformes,Avenzoariidae,Scutomegninia
Ptiloxenus major,Arthropoda,Arachnida,Sarcoptiformes,Ptiloxenidae,Ptiloxenus
Bungulla biota,Arthropoda,Arachnida,Araneae,Idiopidae,Bungulla
Bungulla bertmaini,Arthropoda,Arachnida,Araneae,Idiopidae,Bungulla
Bungulla yeni,Arthropoda,Arachnida,Araneae,Idiopidae,Bungulla
Bungulla bella,Arthropoda,Arachnida,Araneae,Idiopidae,Bungulla
Bungulla gibba,Arthropoda,Arachnida,Araneae,Idiopidae,Bungulla
Bungulla disrupta,Arthropoda,Arachnida,Araneae,Idiopidae,Bungulla
Grallobia gallinulae,Arthropoda,Arachnida,Sarcoptiformes,Pterolichidae,Grallobia
Grallolichus proctogamus,Arthropoda,Arachnida,Sarcoptiformes,Pterolichidae,Grallolichus
Megniniella gallinulae,Arthropoda,Arachnida,Sarcoptiformes,Analgidae,Megniniella
Leptonetela tiankeng,Arthropoda,Arachnida,Araneae,Leptonetidae,Leptonetela
Leptonetela wuming,Arthropoda,Arachnida,Araneae,Leptonetidae,Leptonetela
Leptonetela shuang,Arthropoda,Arachnida,Araneae,Leptonetidae,Leptonetela
Leptonetela wenzhu,Arthropoda,Arachnida,Araneae,Leptonetidae,Leptonetela
Leptonetela shanji,Arthropoda,Arachnida,Araneae,Leptonetidae,Leptonetela
Leptonetela tianxingensis,Arthropoda,Arachnida,Araneae,Leptonetidae,Leptonetela
Leptonetela shibingensis,Arthropoda,Arachnida,Araneae,Leptonetidae,Leptonetela
Leptonetela wangjia,Arthropoda,Arachnida,Araneae,Leptonetidae,Leptonetela
Leptonetela rudong,Arthropoda,Arachnida,Araneae,Leptonetidae,Leptonetela
Leptonetela xianren,Arthropoda,Arachnida,Araneae,Leptonetidae,Leptonetela
Leptonetela suae,Arthropoda,Arachnida,Araneae,Leptonetidae,Leptonetela
Leptonetela shuilian,Arthropoda,Arachnida,Araneae,Leptonetidae,Leptonetela
Leptonetela shicheng,Arthropoda,Arachnida,Araneae,Leptonetidae,Leptonetela
Leptonetela zakou,Arthropoda,Arachnida,Araneae,Leptonetidae,Leptonetela
Leptonetela tawo,Arthropoda,Arachnida,Araneae,Leptonetidae,Leptonetela
Leptonetela xinhua,Arthropoda,Arachnida,Araneae,Leptonetidae,Leptonetela
Leptonetela sexdigiti,Arthropoda,Arachnida,Araneae,Leptonetidae,Leptonetela
Leptonetela tongzi,Arthropoda,Arachnida,Araneae,Leptonetidae,Leptonetela
Leptonetela rudicula,Arthropoda,Arachnida,Araneae,Leptonetidae,Leptonetela
Leptonetela yangi,Arthropoda,Arachnida,Araneae,Leptonetidae,Leptonetela
Leptonetela yaoi,Arthropoda,Arachnida,Araneae,Leptonetidae,Leptonetela
Leptonetela zhai,Arthropoda,Arachnida,Araneae,Leptonetidae,Leptonetela
Leptonetela xiaoyan,Arthropoda,Arachnida,Araneae,Leptonetidae,Leptonetela
Leptonetela tetracantha,Arthropoda,Arachnida,Araneae,Leptonetidae,Leptonetela
Leptonetela sanyan,Arthropoda,Arachnida,Araneae,Leptonetidae,Leptonetela
Leptonetela sexdentata,Arthropoda,Arachnida,Araneae,Leptonetidae,Leptonetela
Leptonetela tianxinensis,Arthropoda,Arachnida,Araneae,Leptonetidae,Leptonetela
Dermatophagoides microceras,Arthropoda,Arachnida,Sarcoptiformes,Pyroglyphidae,Dermatophagoides
Caparinia tripilis,Arthropoda,Arachnida,Sarcoptiformes,Psoroptidae,Caparinia
Stanwellia nebulosa,Arthropoda,Arachnida,Araneae,Nemesiidae,Stanwellia
Teyloides bakeri,Arthropoda,Arachnida,Araneae,Nemesiidae,Teyloides
Aname turrigera,Arthropoda,Arachnida,Araneae,Nemesiidae,Aname
Stanwellia media,Arthropoda,Arachnida,Araneae,Nemesiidae,Stanwellia
Stanwellia kaituna,Arthropoda,Arachnida,Araneae,Nemesiidae,Stanwellia
Merredinia damsonoides,Arthropoda,Arachnida,Araneae,Nemesiidae,Merredinia
Atlantoscia australe,Arthropoda,Malacostraca,Isopoda,Philosciidae,Atlantoscia
Charinus kakum,Arthropoda,Arachnida,Amblypygi,Charinidae,Charinus
Idiosoma intermedium,Arthropoda,Arachnida,Araneae,Idiopidae,Idiosoma
Idiosoma jarrah,Arthropoda,Arachnida,Araneae,Idiopidae,Idiosoma
Idiosoma mcclementsorum,Arthropoda,Arachnida,Araneae,Idiopidae,Idiosoma
Idiosoma dandaragan,Arthropoda,Arachnida,Araneae,Idiopidae,Idiosoma
Idiosoma formosum,Arthropoda,Arachnida,Araneae,Idiopidae,Idiosoma
Idiosoma mcnamarai,Arthropoda,Arachnida,Araneae,Idiopidae,Idiosoma
Idiosoma schoknechtorum,Arthropoda,Arachnida,Araneae,Idiopidae,Idiosoma
Idiosoma clypeatum,Arthropoda,Arachnida,Araneae,Idiopidae,Idiosoma
Idiosoma kopejtkaorum,Arthropoda,Arachnida,Araneae,Idiopidae,Idiosoma
Idiosoma kwongan,Arthropoda,Arachnida,Araneae,Idiopidae,Idiosoma
Idiosoma arenaceum,Arthropoda,Arachnida,Araneae,Idiopidae,Idiosoma
Idiosoma castellum,Arthropoda,Arachnida,Araneae,Idiopidae,Idiosoma
Atypus jianfengensis,Arthropoda,Arachnida,Araneae,Atypidae,Atypus
Atypus baotingensis,Arthropoda,Arachnida,Araneae,Atypidae,Atypus
Atypus ledongensis,Arthropoda,Arachnida,Araneae,Atypidae,Atypus
Aculodes altamurgiensis,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Aculodes
Althepus leucosternus,Arthropoda,Arachnida,Araneae,Ochyroceratidae,Althepus
Althepus duan,Arthropoda,Arachnida,Araneae,Ochyroceratidae,Althepus
Althepus erectus,Arthropoda,Arachnida,Araneae,Ochyroceratidae,Althepus
Althepus stonei,Arthropoda,Arachnida,Araneae,Ochyroceratidae,Althepus
Althepus tibiatus,Arthropoda,Arachnida,Araneae,Ochyroceratidae,Althepus
Althepus languensis,Arthropoda,Arachnida,Araneae,Ochyroceratidae,Althepus
Althepus qiqiu,Arthropoda,Arachnida,Araneae,Ochyroceratidae,Althepus
Althepus huoyan,Arthropoda,Arachnida,Araneae,Ochyroceratidae,Althepus
Althepus jiandan,Arthropoda,Arachnida,Araneae,Ochyroceratidae,Althepus
Althepus xianxi,Arthropoda,Arachnida,Araneae,Ochyroceratidae,Althepus
Althepus kuan,Arthropoda,Arachnida,Araneae,Ochyroceratidae,Althepus
Althepus duoji,Arthropoda,Arachnida,Araneae,Ochyroceratidae,Althepus
Althepus tuqi,Arthropoda,Arachnida,Araneae,Ochyroceratidae,Althepus
Althepus lakmueangensis,Arthropoda,Arachnida,Araneae,Ochyroceratidae,Althepus
Althepus muangensis,Arthropoda,Arachnida,Araneae,Ochyroceratidae,Althepus
Sericopelma melanotarsum,Arthropoda,Arachnida,Araneae,Theraphosidae,Sericopelma
Flexicrurum minutum,Arthropoda,Arachnida,Araneae,Ochyroceratidae,Flexicrurum
Leclercera khaoyai,Arthropoda,Arachnida,Araneae,Ochyroceratidae,Leclercera
Leclercera spinata,Arthropoda,Arachnida,Araneae,Ochyroceratidae,Leclercera
Leclercera undulata,Arthropoda,Arachnida,Araneae,Ochyroceratidae,Leclercera
Merizocera cruciata,Arthropoda,Arachnida,Araneae,Ochyroceratidae,Merizocera
