seed_asv_reads	description	accession	identity_percentage	evalue	bitscore
ASV2617_175	Skeletonema potamos strain CNS00243 mitochondrion, complete genome >gi|2096847667|gb|MW438982.1| Skeletonema potamos strain CNS00243 mitochondrion, complete genome	NC_058792	98.81	1.11597e-121	243.0
ASV2617_175	Skeletonema subsalsum strain CNS00303 mitochondrion, complete genome >gi|2096847627|gb|MW438981.1| Skeletonema subsalsum strain CNS00303 mitochondrion, complete genome	NC_058791	98.81	1.11597e-121	243.0
ASV2617_175	Skeletonema grevillei strain CNS00438 mitochondrion, complete genome >gi|2096847553|gb|MW438979.1| Skeletonema grevillei strain CNS00438 mitochondrion, complete genome	NC_058789	98.81	1.11597e-121	243.0
ASV2617_175	Thalassiosira pseudonana isolate SZCER1827 mitochondrion, complete genome	MT383636	98.81	1.11597e-121	243.0
ASV2617_175	Thalassiosira pseudonana clone BFB575 16S ribosomal RNA gene, partial sequence; mitochondrial	KC545746	98.81	1.11597e-121	243.0
ASV2617_175	Uncultured bacterium clone BU 16S ribosomal RNA gene, partial sequence	FJ155004	98.81	1.11597e-121	243.0
ASV2617_175	Thalassiosira pseudonana mitochondrion, complete genome >gi|74100231|gb|DQ186202.1| Thalassiosira pseudonana mitochondrion, complete genome	NC_007405	98.81	1.11597e-121	243.0
ASV2617_175	Uncultured organism clone 060329_T6S1_W_T_SDP_012 small subunit ribosomal RNA gene, partial sequence; mitochondrial	FJ352166	98.77	3.12484e-117	235.0
ASV2617_175	Uncultured organism clone 051011_T2S1_W_T_SDP_159 small subunit ribosomal RNA gene, partial sequence; mitochondrial	FJ349639	98.77	3.12484e-117	235.0
ASV2617_175	Uncultured organism clone 051011_T2S4_W_T_SDP_011 small subunit ribosomal RNA gene, partial sequence; mitochondrial	FJ349779	98.36	1.45384e-115	232.0
ASV2617_175	Uncultured bacterium gene for 16S rRNA, partial sequence, clone: Hados.Water.Eubac.5	AB355046	95.24	1.13991e-106	216.0
ASV2617_175	Uncultured organism clone I9S18K_ML_172 small subunit ribosomal RNA gene, partial sequence; mitochondrial	FJ353764	94.67	1.48503e-100	205.0
ASV2617_175	Uncultured alpha proteobacterium clone Dpcom75 16S ribosomal RNA gene, partial sequence	AY304525	94.33	1.48503e-100	205.0
ASV2617_175	Uncultured alpha proteobacterium clone Dpcom74 16S ribosomal RNA gene, partial sequence	AY304524	94.33	1.48503e-100	205.0
ASV2617_175	Uncultured organism clone 051011_T2S1_W_T_SDP_141 small subunit ribosomal RNA gene, partial sequence; mitochondrial	FJ349770	94.26	6.90917e-99	202.0
ASV2617_175	Uncultured alpha proteobacterium clone Dpcom92 16S ribosomal RNA gene, partial sequence	AY311790	93.93	6.90917e-99	202.0
ASV2617_175	Thalassiosira nordenskioeldii isolate CNS00052 mitochondrion, complete genome >gi|1982044711|gb|MW387419.1| Thalassiosira nordenskioeldii isolate CNS00052 mitochondrion, complete genome	NC_057471	93.31	2.48498e-98	201.0
ASV2617_175	Uncultured bacterium partial 16S rRNA gene, clone Roi_L5-C2-T7	FN296978	92.06	3.21453e-97	199.0
ASV2617_175	Thalassiosira rotula mitochondrion, complete sequence >gi|2026800312|gb|MW013552.1| Thalassiosira rotula strain CNS00050 mitochondrion, complete genome	NC_060383	92.86	1.15615e-96	198.0
ASV2617_175	Uncultured prokaryote clone OTU192 16S ribosomal RNA gene, partial sequence	MG637642	93.44	1.49557e-95	196.0
ASV2617_175	Uncultured alpha proteobacterium clone Dpcom76 16S ribosomal RNA gene, partial sequence	AY304526	92.71	6.95823e-94	193.0
ASV2617_175	Thalassiosira profunda strain CNS00050 mitochondrion, complete genome >gi|1946837916|gb|MW013551.1| Thalassiosira profunda strain CNS00050 mitochondrion, complete genome	NC_056364	91.67	1.16436e-91	189.0
ASV2617_175	Uncultured organism clone 051011_T2S1_W_T_SDP_100 small subunit ribosomal RNA gene, partial sequence; mitochondrial	FJ349769	92.21	1.50619e-90	187.0
ASV2617_175	Uncultured Thalassiosira clone SV513 16S ribosomal RNA gene, partial sequence; plastid	JQ859686	99.23	3.4017e-57	127.0
ASV2621_174	Uncultured bacterium clone PRK341F806R_3_Pro30 16S ribosomal RNA gene, partial sequence	OP835814	100.00	3.0952e-127	253.0
ASV2621_174	Uncultured bacterium clone 515F806R_2_Pro53 16S ribosomal RNA gene, partial sequence	OP819544	100.00	3.0952e-127	253.0
ASV2621_174	Uncultured gamma proteobacterium clone SGSO729 16S ribosomal RNA gene, partial sequence	GQ347939	100.00	3.0952e-127	253.0
ASV2621_174	Uncultured gamma proteobacterium clone PI_4d11d 16S ribosomal RNA gene gene, partial sequence	AY580750	100.00	3.0952e-127	253.0
ASV2621_174	Uncultured gamma proteobacterium clone PI_4t6h 16S ribosomal RNA gene gene, partial sequence	AY580748	100.00	3.0952e-127	253.0
ASV2621_174	Uncultured gamma proteobacterium clone PI_4z10a 16S ribosomal RNA gene gene, partial sequence	AY580745	100.00	3.0952e-127	253.0
ASV2621_174	Uncultured bacterium clone sl32 16S ribosomal RNA gene, partial sequence	KR077497	99.60	1.44006e-125	250.0
ASV2621_174	Uncultured gamma proteobacterium kpj282f 16S ribosomal RNA gene, partial sequence	AF195459	99.60	1.44006e-125	250.0
ASV2621_174	Uncultured gamma proteobacterium kpj53f 16S ribosomal RNA gene, partial sequence	AF194404	99.21	6.69992e-124	247.0
ASV2621_174	Uncultured bacterium clone CP_Otu502 16S ribosomal RNA gene, partial sequence	KY275966	100.00	8.6669e-123	245.0
ASV2621_174	Uncultured bacterium clone MA_538 16S ribosomal RNA gene, partial sequence	KX178631	100.00	3.11717e-122	244.0
ASV2621_174	Uncultured bacterium clone SEAS_165 16S ribosomal RNA gene, partial sequence	KU675101	100.00	3.11717e-122	244.0
ASV2621_174	Uncultured bacterium clone 1C227321 16S ribosomal RNA gene, partial sequence	EU799690	98.81	3.11717e-122	244.0
ASV2621_174	Uncultured bacterium clone SeaWat_15166 16S ribosomal RNA gene, partial sequence	JQ195314	98.02	6.74749e-119	238.0
ASV2621_174	Uncultured bacterium clone SeaWat_15382 16S ribosomal RNA gene, partial sequence	JQ194965	98.02	6.74749e-119	238.0
ASV2621_174	Uncultured bacterium clone SeaWat_15576 16S ribosomal RNA gene, partial sequence	JQ194866	98.02	6.74749e-119	238.0
ASV2621_174	Uncultured gamma proteobacterium clone CB11H04 16S ribosomal RNA gene, partial sequence	EF471467	98.02	6.74749e-119	238.0
ASV2621_174	Uncultured bacterium clone SeaWat_30020 16S ribosomal RNA gene, partial sequence	JQ196973	97.63	3.1393e-117	235.0
ASV2621_174	Uncultured gamma proteobacterium clone SIMO-4411 16S ribosomal RNA gene, partial sequence	DQ421776	97.63	3.1393e-117	235.0
ASV2621_174	Uncultured gamma proteobacterium clone SIMO-3990 16S ribosomal RNA gene, partial sequence	DQ295935	97.63	3.1393e-117	235.0
ASV2621_174	Uncultured gamma proteobacterium clone GCHU11_C 16S small subunit ribosomal RNA gene, partial sequence	AY701454	97.63	1.12909e-116	234.0
ASV2621_174	Parahaliea sp. strain NBU2025 16S ribosomal RNA gene, partial sequence	MT525307	97.23	1.46058e-115	232.0
ASV2621_174	Uncultured bacterium clone E12-75 16S ribosomal RNA gene, partial sequence	KF972757	97.23	1.46058e-115	232.0
ASV2621_174	Uncultured gamma proteobacterium clone SIMO-4391 16S ribosomal RNA gene, partial sequence	DQ421756	97.23	1.46058e-115	232.0
ASV2621_174	Uncultured bacterium clone 060127_T6S1_W_T_SDP_040 small subunit ribosomal RNA gene, partial sequence	FJ350689	97.96	1.88937e-114	230.0
ASV2621_174	Parahaliea aestuarii strain CM_D1_11 16S ribosomal RNA gene, partial sequence	MT449052	96.84	6.7954e-114	229.0
ASV2621_174	Parahaliea aestuarii strain CM_D2_6 16S ribosomal RNA gene, partial sequence	MT449027	96.84	6.7954e-114	229.0
ASV2621_174	Halieaceae bacterium strain LSUCC0673 16S ribosomal RNA gene, partial sequence	MK603669	96.84	6.7954e-114	229.0
ASV2621_174	Halieaceae bacterium strain LSUCC0593 16S ribosomal RNA gene, partial sequence	MK603653	96.84	6.7954e-114	229.0
ASV2621_174	Halieaceae bacterium strain LSUCC0375 16S ribosomal RNA gene, partial sequence	MK603530	96.84	6.7954e-114	229.0
ASV2621_174	Halieaceae bacterium strain LSUCC0372 16S ribosomal RNA gene, partial sequence	MK603527	96.84	6.7954e-114	229.0
ASV2621_174	Uncultured bacterium clone EB1_3cmOrig-B19 16S ribosomal RNA gene, partial sequence	MK110387	96.84	6.7954e-114	229.0
ASV2621_174	Uncultured bacterium clone 2A_1105_2515_17637 16S ribosomal RNA gene, partial sequence	MG875756	96.84	6.7954e-114	229.0
ASV2621_174	Uncultured bacterium clone W3-41 16S ribosomal RNA gene, partial sequence	MF498263	96.84	6.7954e-114	229.0
ASV2621_174	Haliea sp. SAOS 164 partial 16S rRNA gene, strain SAOS 164	LT703315	96.84	6.7954e-114	229.0
ASV2621_174	Uncultured prokaryote clone New.CleanUp.ReferenceOTU147621 16S ribosomal RNA gene, partial sequence	KT976269	96.84	6.7954e-114	229.0
ASV2621_174	Uncultured bacterium clone sm40 16S ribosomal RNA gene, partial sequence	KR077598	96.84	6.7954e-114	229.0
ASV2621_174	Uncultured Gammaproteobacteria bacterium clone A01B1 16S ribosomal RNA gene, partial sequence	KT731578	96.84	6.7954e-114	229.0
ASV2621_174	Uncultured bacterium clone IZ1RPV403CV5VS 16S ribosomal RNA gene, partial sequence	KP948019	96.84	6.7954e-114	229.0
ASV2621_174	Uncultured bacterium isolate KWKH08_55 16S ribosomal RNA gene, partial sequence	KP262835	96.84	6.7954e-114	229.0
ASV2621_174	Uncultured bacterium clone June-5m-clone005-12FFSAC000-A6B6 16S ribosomal RNA gene, partial sequence	KM270148	96.84	6.7954e-114	229.0
ASV2621_174	Uncultured bacterium clone G7DUZBG01AC3XN 16S ribosomal RNA gene, partial sequence	KF347407	96.84	6.7954e-114	229.0
ASV2621_174	Uncultured bacterium clone G1101.0321-4_75 16S ribosomal RNA gene, partial sequence	KF973163	96.84	6.7954e-114	229.0
ASV2621_174	Uncultured bacterium clone SeaWat_31162 16S ribosomal RNA gene, partial sequence	JQ198403	96.84	6.7954e-114	229.0
ASV2621_174	Uncultured bacterium clone SeaWat_71780 16S ribosomal RNA gene, partial sequence	JQ198263	96.84	6.7954e-114	229.0
ASV2621_174	Uncultured bacterium clone SeaWat_67504 16S ribosomal RNA gene, partial sequence	JQ197687	96.84	6.7954e-114	229.0
ASV2621_174	Uncultured bacterium clone SeaWat_67451 16S ribosomal RNA gene, partial sequence	JQ197628	96.84	6.7954e-114	229.0
ASV2621_174	Uncultured bacterium clone SeaWat_G171 16S ribosomal RNA gene, partial sequence	JQ195597	96.84	6.7954e-114	229.0
ASV2621_174	Uncultured bacterium clone SeaWat_G708 16S ribosomal RNA gene, partial sequence	JQ195495	96.84	6.7954e-114	229.0
ASV2621_174	Uncultured Alteromonadaceae bacterium clone D3N11 16S ribosomal RNA gene, partial sequence	KC006075	96.84	6.7954e-114	229.0
ASV2622_174	Uncultured bacterium clone SEAS_2935 16S ribosomal RNA gene, partial sequence	KU677128	95.90	1.488e-105	214.0
ASV2622_174	Uncultured bacterium clone 16S(V3-V4)-6938 16S ribosomal RNA gene, partial sequence	KX629480	94.86	1.488e-105	214.0
ASV2622_174	Uncultured bacterium partial 16S rRNA gene, clone Lle_045	FR667277	94.86	1.488e-105	214.0
ASV2622_174	Uncultured bacterium partial 16S rRNA gene, clone Lle_044	FR667276	94.86	1.488e-105	214.0
ASV2622_174	Uncultured bacterium partial 16S rRNA gene, clone Lle_033	FR667265	94.86	1.488e-105	214.0
ASV2622_174	Uncultured bacterium gene for 16S rRNA, partial sequence, clone: SWB06	AB294317	94.86	1.488e-105	214.0
ASV2622_174	Uncultured bacterium clone CP_Otu6175 16S ribosomal RNA gene, partial sequence	KY281084	95.51	1.92485e-104	212.0
ASV2622_174	Uncultured bacterium clone 8768 16S ribosomal RNA gene, partial sequence	KU105986	95.51	1.92485e-104	212.0
ASV2622_174	Uncultured bacterium clone OTU12268_AL243_7149290 16S ribosomal RNA gene, partial sequence	KP917999	95.51	1.92485e-104	212.0
ASV2622_174	Uncultured bacterium clone ELA_111314_OTU_5209 16S ribosomal RNA gene, partial sequence	KY520305	94.47	6.92299e-104	211.0
ASV2622_174	Uncultured bacterium clone ZOTU359 16S ribosomal RNA gene, partial sequence	MT129614	95.10	8.95545e-103	209.0
ASV2622_174	Uncultured bacterium clone OTU 2249 16S ribosomal RNA gene, partial sequence	KX654654	94.07	3.22095e-102	208.0
ASV2622_174	Uncultured bacterium clone OTU_666 16S ribosomal RNA gene, partial sequence	MF406798	94.69	4.16657e-101	206.0
ASV2622_174	Uncultured bacterium clone 748865_AL243_169829 16S ribosomal RNA gene, partial sequence	KP912698	94.69	4.16657e-101	206.0
ASV2622_174	Uncultured bacterium clone OTU_1106 16S ribosomal RNA gene, partial sequence	KX968780	93.68	1.49856e-100	205.0
ASV2622_174	Uncultured bacterium clone 4534 16S ribosomal RNA gene, partial sequence	KX706850	93.88	9.01903e-98	200.0
ASV2622_174	Uncultured bacterium clone OTU_3299 16S ribosomal RNA gene, partial sequence >gi|1002662548|gb|KU326216.1| Uncultured bacterium clone OTU_3299 16S ribosomal RNA gene, partial sequence	KU222745	93.88	9.01903e-98	200.0
ASV2622_174	Uncultured bacterium clone 4075 16S ribosomal RNA gene, partial sequence	KT910342	93.88	9.01903e-98	200.0
ASV2622_174	Uncultured bacterium clone OTU160973_AL243_6353272 16S ribosomal RNA gene, partial sequence	KP923477	93.88	9.01903e-98	200.0
ASV2622_174	Uncultured bacterium clone 824 16S ribosomal RNA gene, partial sequence	KX707281	93.47	4.19615e-96	197.0
ASV2622_174	Uncultured bacterium clone OTU947 16S ribosomal RNA gene, partial sequence	KY466435	93.80	4.19615e-96	197.0
ASV2622_174	Uncultured bacterium clone 30026 16S ribosomal RNA gene, partial sequence	KU125336	93.80	4.19615e-96	197.0
ASV2622_174	Uncultured bacterium clone C_2_uncultured_bacterium_9095 16S ribosomal RNA gene, partial sequence	KP527549	93.47	4.19615e-96	197.0
ASV2622_174	Uncultured bacterium clone CLP_1_uncultured_bacterium_17164 16S ribosomal RNA gene, partial sequence	KP517508	93.47	4.19615e-96	197.0
ASV2622_174	Uncultured bacterium clone HP_2_uncultured_bacterium_26246 16S ribosomal RNA gene, partial sequence	KP588855	93.42	5.42806e-95	195.0
ASV2622_174	Uncultured bacterium clone 748865_1 16S ribosomal RNA gene, partial sequence	MF366297	93.06	1.95228e-94	194.0
ASV2622_174	Uncultured bacterium clone HP_2_uncultured_bacterium_26969 16S ribosomal RNA gene, partial sequence	KP589574	93.06	1.95228e-94	194.0
ASV2622_174	Uncultured bacterium clone New.OTU5776_1 16S ribosomal RNA gene, partial sequence	MF368691	92.98	9.08306e-93	191.0
ASV2622_174	Uncultured bacterium clone LP_1_uncultured_bacterium_17431 16S ribosomal RNA gene, partial sequence >gi|943818350|gb|KT912027.1| Uncultured bacterium clone 8205 16S ribosomal RNA gene, partial sequence	KP632057	92.98	9.08306e-93	191.0
ASV2622_174	Uncultured bacterium clone Hua-w/2-25 16S ribosomal RNA gene, partial sequence	EF632872	91.70	3.26685e-92	190.0
ASV2622_174	Uncultured bacterium clone LAMU4 16S ribosomal RNA gene, partial sequence	KU353902	91.30	1.51992e-90	187.0
ASV2622_174	Uncultured bacterium clone ep1385-32 16S ribosomal RNA gene, partial sequence	JQ240851	91.20	7.07149e-89	184.0
ASV2622_174	Uncultured bacterium clone CP_Otu5234 16S ribosomal RNA gene, partial sequence	KY280233	90.61	1.9801e-84	176.0
ASV2622_174	uncultured Rickettsiales bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW748951	90.61	1.9801e-84	176.0
ASV2622_174	Uncultured bacterium clone YA-L-69 16S ribosomal RNA gene, partial sequence	HQ333428	93.58	1.9801e-84	176.0
ASV2622_174	Uncultured bacterium clone OTU_453 16S ribosomal RNA gene, partial sequence	KX603152	92.75	1.20017e-76	162.0
ASV2626_174	Ralstonia insidiosa strain ATCC 49129 chromosome 1, complete sequence	CP016022	100.00	2.69023e-49	112.0
ASV2626_174	Massilia sp. Dwa41.01b chromosome, complete genome	CP050454	100.00	0.0133393	28.0
ASV2626_174	Massilia sp. Se16.2.3 chromosome, complete genome	CP050451	100.00	0.0133393	28.0
ASV2627_174	Uncultured bacterium clone ELA_111314_OTU_5390 16S ribosomal RNA gene, partial sequence	KY520466	96.84	6.82572e-114	229.0
ASV2627_174	Uncultured bacterium clone OTU_5964 16S ribosomal RNA gene, partial sequence	MH529612	96.44	3.1757e-112	226.0
ASV2627_174	Uncultured bacterium clone OTU_2274 16S ribosomal RNA gene, partial sequence	KX969910	96.44	3.1757e-112	226.0
ASV2627_174	Uncultured bacterium clone 3907 16S ribosomal RNA gene, partial sequence	KX706201	97.14	4.10803e-111	224.0
ASV2627_174	Uncultured organism isolate 1210VA11 clone 38 16S ribosomal RNA gene, partial sequence	KT271071	96.76	1.47751e-110	223.0
ASV2627_174	Uncultured bacterium clone F5K2Q4C04JIXTB 16S ribosomal RNA gene, partial sequence	GU917774	96.06	1.47751e-110	223.0
ASV2627_174	Uncultured bacterium clone cafs1169 16S ribosomal RNA gene, partial sequence	MF440294	95.69	6.87418e-109	220.0
ASV2627_174	Uncultured bacterium clone ELA_111314_OTU_1592 16S ribosomal RNA gene, partial sequence	KY517127	95.65	6.87418e-109	220.0
ASV2627_174	Uncultured bacterium clone New.OTU8166_3 16S ribosomal RNA gene, partial sequence	MF369358	96.33	8.89232e-108	218.0
ASV2627_174	Uncultured bacterium clone js7872 16S ribosomal RNA gene, partial sequence	KY258253	96.33	8.89232e-108	218.0
ASV2627_174	Uncultured bacterium clone OTU_2856 16S ribosomal RNA gene, partial sequence	KX970464	95.29	3.19825e-107	217.0
ASV2627_174	Uncultured bacterium partial 16S rRNA gene, isolate Mineral.bttm.1.6.1.4_354460	LN529903	95.29	3.19825e-107	217.0
ASV2627_174	Uncultured bacterium partial 16S rRNA gene, isolate Mineral.top.1.6.1.4_433246	LN540814	95.29	3.19825e-107	217.0
ASV2627_174	Uncultured bacterium partial 16S rRNA gene, isolate Mineral.bttm.1.6.1.4_59380	LN523531	95.29	3.19825e-107	217.0
ASV2627_174	Uncultured bacterium partial 16S rRNA gene, isolate Mineral.top.1.6.1.4_250041	LN537039	95.29	3.19825e-107	217.0
ASV2627_174	Uncultured bacterium partial 16S rRNA gene, isolate Mineral.top.1.6.1.4_77220	LN533601	95.29	3.19825e-107	217.0
ASV2627_174	Uncultured bacterium clone 19446 16S ribosomal RNA gene, partial sequence	KU115708	95.92	4.13719e-106	215.0
ASV2627_174	Uncultured bacterium clone 6022 16S ribosomal RNA gene, partial sequence	KU103437	95.92	4.13719e-106	215.0
ASV2627_174	Uncultured bacterium clone OTU_2292 16S ribosomal RNA gene, partial sequence	KX969927	94.86	1.488e-105	214.0
ASV2627_174	Uncultured bacterium clone 8-515yF-926pfR:8 16S ribosomal RNA gene, partial sequence	MG430764	95.55	1.92485e-104	212.0
ASV2627_174	Uncultured bacterium clone ELA_111314_OTU_2256 16S ribosomal RNA gene, partial sequence	KY517746	94.51	6.92299e-104	211.0
ASV2627_174	Uncultured bacterium clone OTU_4253 16S ribosomal RNA gene, partial sequence	KX971788	94.47	6.92299e-104	211.0
ASV2627_174	Uncultured bacterium partial 16S rRNA gene, isolate Mineral.top.1.6.1.4_97680	LN533973	94.47	6.92299e-104	211.0
ASV2627_174	Uncultured bacterium partial 16S rRNA gene, isolate Mineral.top.1.6.1.4_69130	LN533431	94.47	6.92299e-104	211.0
ASV2627_174	Uncultured Parcubacteria group bacterium clone 2P.4250689 16S ribosomal RNA gene, partial sequence >gi|1701701870|gb|MN172129.1| Uncultured Parcubacteria group bacterium clone 2P.4355789 16S ribosomal RNA gene, partial sequence	MK904457	95.10	8.95545e-103	209.0
ASV2627_174	Uncultured bacterium clone 19382 16S ribosomal RNA gene, partial sequence	KU115650	95.14	8.95545e-103	209.0
ASV2627_174	Uncultured bacterium clone OTU117964_AL220_67193 16S ribosomal RNA gene, partial sequence	KP917326	95.14	8.95545e-103	209.0
ASV2627_174	Uncultured bacterium clone cafs1092 16S ribosomal RNA gene, partial sequence	MF440224	94.07	3.22095e-102	208.0
ASV2627_174	Uncultured bacterium clone cafs1014 16S ribosomal RNA gene, partial sequence	MF440155	94.07	3.22095e-102	208.0
