taxa_query,found_taxa,rank,phylum,class,order,family,genus,worms_aphiaid,bold_id,gbif_key,ott_id,status,unacceptreason,is_synonym,flags,valid_authority,worms_sciname,tol_sciname,bold_taxon,gbif_sciname,freshwater_only,terrestrial_only
Fluminicola seminalis,Fluminicola seminalis,species,Mollusca,Gastropoda,Littorinimorpha,Lithoglyphidae,Fluminicola,886906,79301,5192421,419827,accepted,NA,FALSE,NA,"(Hinds, 1842)",Fluminicola seminalis,Fluminicola seminalis,Fluminicola seminalis,"Fluminicola seminalis (Hinds, 1842)",1,0
Fluminicola turbiniformis,Fluminicola turbiniformis,species,Mollusca,Gastropoda,Littorinimorpha,Lithoglyphidae,Fluminicola,886946,83324,5192427,419828,accepted,NA,FALSE,NA,"(Tryon, 1865)",Fluminicola turbiniformis,Fluminicola turbiniformis,Fluminicola turbiniformis,"Fluminicola turbiniformis (Tryon, 1865)",1,0
Fluminicola umbilicatus,Fluminicola umbilicatus,species,Mollusca,Gastropoda,Littorinimorpha,Lithoglyphidae,Fluminicola,886908,79302,9153657,419829,accepted,NA,FALSE,NA,"Hershler, H.-P. Liu, Frest & Johannes, 2007",Fluminicola umbilicatus,Fluminicola umbilicatus,Fluminicola umbilicatus,"Fluminicola umbilicatus Hershler, H.-P.Liu, Frest & Johannes, 2007",1,0
Fluminicola virens,Fluminicola virens,species,Mollusca,Gastropoda,Littorinimorpha,Lithoglyphidae,Fluminicola,886953,83325,5192423,419830,accepted,NA,FALSE,NA,"(I. Lea, 1838)",Fluminicola virens,Fluminicola virens,Fluminicola virens,"Fluminicola virens (I.Lea, 1838)",1,0
Fluminicola virginius,Fluminicola virginius,species,Mollusca,Gastropoda,Littorinimorpha,Lithoglyphidae,Fluminicola,886949,79303,8954529,419825,accepted,NA,FALSE,NA,"Hershler, 1999",Fluminicola virginius,Fluminicola virginius,Fluminicola virginius,"Fluminicola virginius Hershler, 1999",1,0
Pyrgulopsis notidicola,Pyrgulopsis notidicola,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Pyrgulopsis,1348856,106174,9139724,1087408,accepted,NA,FALSE,incertae_sedis_inherited,"Hershler, 1998",Pyrgulopsis notidicola,Pyrgulopsis notidicola,Pyrgulopsis notidicola,"Pyrgulopsis notidicola Hershler, 1998",1,0
Pyrgulopsis limaria,Pyrgulopsis limaria,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Pyrgulopsis,1348429,106176,8960780,1087405,accepted,NA,FALSE,incertae_sedis_inherited,"Hershler, 1998",Pyrgulopsis limaria,Pyrgulopsis limaria,Pyrgulopsis limaria,"Pyrgulopsis limaria Hershler, 1998",1,0
Pyrgulopsis umbilicata,Pyrgulopsis umbilicata,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Pyrgulopsis,1349871,106175,9092893,1087409,accepted,NA,FALSE,incertae_sedis_inherited,"Hershler, 1998",Pyrgulopsis umbilicata,Pyrgulopsis umbilicata,Pyrgulopsis umbilicata,"Pyrgulopsis umbilicata Hershler, 1998",1,0
Pyrgulopsis longinqua,Pyrgulopsis longinqua,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Pyrgulopsis,1348431,105771,2299973,365364,accepted,NA,FALSE,incertae_sedis_inherited,"(A. Gould, 1855)",Pyrgulopsis longinqua,Pyrgulopsis longinqua,Pyrgulopsis longinqua,"Pyrgulopsis longinqua (A.Gould, 1855)",1,0
Pseudobithynia,Pseudobithynia,genus,Mollusca,Gastropoda,Littorinimorpha,Bithyniidae,Pseudobithynia,716206,201881,4561350,266635,accepted,NA,FALSE,NA,"Glöer & Pešić, 2006",Pseudobithynia,Pseudobithynia,Pseudobithynia,"Pseudobithynia Glöer & Pešić, 2006",1,0
Stiobia nana,Stiobia nana,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Stiobia,1349884,106906,2300089,293488,accepted,NA,FALSE,incertae_sedis_inherited,"F.G. Thompson in F.G. Thompson & McCaleb, 1978",Stiobia nana,Stiobia nana,Stiobia nana,"Stiobia nana F.G.Thompson, 1978",1,0
Pyrgulopsis metcalfi,Pyrgulopsis metcalfi,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Pyrgulopsis,1352239,302867,2300009,751180,accepted,NA,FALSE,incertae_sedis_inherited,"(D. W. Taylor, 1987)",Pyrgulopsis metcalfi,Pyrgulopsis metcalfi,Pyrgulopsis metcalfi,"Pyrgulopsis metcalfi (Taylor, 1987)",1,0
Pyrgulopsis chupaderae,Pyrgulopsis chupaderae,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Pyrgulopsis,1347229,302868,2299979,1049957,accepted,NA,FALSE,incertae_sedis_inherited,"D.W. Taylor, 1987",Pyrgulopsis chupaderae,Pyrgulopsis chupaderae,Pyrgulopsis chupaderae,"Pyrgulopsis chupaderae D.W.Taylor, 1987",1,0
Cochliopa texana,Pyrgulopsis texana,species,Mollusca,Gastropoda,Littorinimorpha,Cochliopidae,Cochliopa,1349711,302870,2300162,751182,unaccepted,NA,FALSE,NA,"(Pilsbry, 1935)",Pyrgulopsis texana,Cochliopa texana,Cochliopa texana,"Cochliopa texana Pilsbry, 1935",1,0
Pyrgulopsis owensensis,Pyrgulopsis owensensis,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Pyrgulopsis,1349145,31289,2299981,141346,accepted,NA,FALSE,incertae_sedis_inherited,"Hershler, 1989",Pyrgulopsis owensensis,Pyrgulopsis owensensis,Pyrgulopsis owensensis,"Pyrgulopsis owensensis Hershler, 1989",1,0
Pyrgulopsis greggi,Pyrgulopsis greggi,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Pyrgulopsis,1347426,31272,2300022,715539,accepted,NA,FALSE,incertae_sedis_inherited,"Hershler, 1995",Pyrgulopsis greggi,Pyrgulopsis greggi,Pyrgulopsis greggi,"Pyrgulopsis greggi Hershler, 1995",1,0
Fluviopupa,Fluviopupa,genus,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,767192,651071,4608740,911008,accepted,NA,FALSE,NA,"Pilsbry, 1911",Fluviopupa,Fluviopupa,Fluviopupa,"Fluviopupa Pilsbry, 1911",1,0
Phrantela marginata,Phrantela marginata,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Phrantela,1299159,27184,4608869,768707,accepted,NA,FALSE,NA,"(Petterd, 1889)",Phrantela marginata,Phrantela marginata,Phrantela marginata,"Phrantela marginata (Petterd, 1889)",1,0
Beddomeia paludinella,Beddomeia paludinella,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Beddomeia,1298826,668831,4608805,798349,accepted,NA,FALSE,NA,"(Reeve, 1857)",Beddomeia paludinella,Beddomeia paludinella,Beddomeia paludinella,"Beddomeia paludinella (Reeve, 1857)",1,0
Lithoglyphus prasinus,Lithoglyphus prasinus,species,Mollusca,Gastropoda,Littorinimorpha,Lithoglyphidae,Lithoglyphus,1001716,668447,5777916,346775,accepted,NA,FALSE,NA,"(Küster, 1852)",Lithoglyphus prasinus,Lithoglyphus prasinus,Lithoglyphus prasinus,"Lithoglyphus prasinus (Küster, 1852)",1,0
Fluviopupa bula,Fluviopupa bula,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,817677,651075,7655332,5720457,accepted,NA,FALSE,NA,"Zielske & Haase, 2014",Fluviopupa bula,Fluviopupa bula,Fluviopupa bula,"Fluviopupa bula Zielske & Haase, 2014",1,0
Fluviopupa daunivucu,Fluviopupa daunivucu,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,767566,651076,7894348,5720451,accepted,NA,FALSE,NA,"Haase, Ponder & Bouchet, 2006",Fluviopupa daunivucu,Fluviopupa daunivucu,Fluviopupa daunivucu,"Fluviopupa daunivucu Haase, Ponder & Bouchet, 2006",1,0
Fluviopupa derua,Fluviopupa derua,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,767569,651077,7538028,5720462,accepted,NA,FALSE,NA,"Haase, Ponder & Bouchet, 2006",Fluviopupa derua,Fluviopupa derua,Fluviopupa derua,"Fluviopupa derua Haase, Ponder & Bouchet, 2006",1,0
Fluviopupa drau,Fluviopupa drau,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,817679,651078,7969428,5720447,accepted,NA,FALSE,NA,"Zielske & Haase, 2014",Fluviopupa drau,Fluviopupa drau,Fluviopupa drau,"Fluviopupa drau Zielske & Haase, 2014",1,0
Fluviopupa dromodromo,Fluviopupa dromodromo,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,817676,651079,8167709,5720445,accepted,NA,FALSE,NA,"Zielske & Haase, 2014",Fluviopupa dromodromo,Fluviopupa dromodromo,Fluviopupa dromodromo,"Fluviopupa dromodromo Zielske & Haase, 2014",1,0
Fluviopupa dumontdurvilli,Fluviopupa dumontdurvilli,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,817678,651080,8039870,5720461,accepted,NA,FALSE,NA,"Zielske & Haase, 2014",Fluviopupa dumontdurvilli,Fluviopupa dumontdurvilli,Fluviopupa dumontdurvilli,"Fluviopupa dumontdurvilli Zielske & Haase, 2014",1,0
Fluviopupa forsteri,Fluviopupa forsteri,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,817681,651083,7929246,5720444,accepted,NA,FALSE,NA,"Zielske & Haase, 2014",Fluviopupa forsteri,Fluviopupa forsteri,Fluviopupa forsteri,"Fluviopupa forsteri Zielske & Haase, 2014",1,0
Fluviopupa irinimeke,Fluviopupa irinimeke,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,767570,651086,7964685,5720443,accepted,NA,FALSE,NA,"Haase, Ponder & Bouchet, 2006",Fluviopupa irinimeke,Fluviopupa irinimeke,Fluviopupa irinimeke,"Fluviopupa irinimeke Haase, Ponder & Bouchet, 2006",1,0
Fluviopupa lailai,Fluviopupa lailai,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,817674,651087,8091405,5720467,accepted,NA,FALSE,NA,"Zielske & Haase, 2014",Fluviopupa lailai,Fluviopupa lailai,Fluviopupa lailai,"Fluviopupa lailai Zielske & Haase, 2014",1,0
Fluviopupa mekeniyaqona,Fluviopupa mekeniyaqona,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,767567,651089,7769549,5720466,accepted,NA,FALSE,NA,"Haase, Ponder & Bouchet, 2006",Fluviopupa mekeniyaqona,Fluviopupa mekeniyaqona,Fluviopupa mekeniyaqona,"Fluviopupa mekeniyaqona Haase, Ponder & Bouchet, 2006",1,0
Fluviopupa mekewesi,Fluviopupa mekewesi,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,767568,651090,8364521,5720456,accepted,NA,FALSE,NA,"Haase, Ponder & Bouchet, 2006",Fluviopupa mekewesi,Fluviopupa mekewesi,Fluviopupa mekewesi,"Fluviopupa mekewesi Haase, Ponder & Bouchet, 2006",1,0
Fluviopupa moolae,Fluviopupa moolae,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,817670,651091,8369420,5720449,accepted,NA,FALSE,NA,"Zielske & Haase, 2014",Fluviopupa moolae,Fluviopupa moolae,Fluviopupa moolae,"Fluviopupa moolae Zielske & Haase, 2014",1,0
Fluviopupa nagodro,Fluviopupa nagodro,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,817672,651092,7843617,5720446,accepted,NA,FALSE,NA,"Zielske & Haase, 2014",Fluviopupa nagodro,Fluviopupa nagodro,Fluviopupa nagodro,"Fluviopupa nagodro Zielske & Haase, 2014",1,0
Fluviopupa namosi,Fluviopupa namosi,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,817671,651093,7372986,5720452,accepted,NA,FALSE,NA,"Zielske & Haase, 2014",Fluviopupa namosi,Fluviopupa namosi,Fluviopupa namosi,"Fluviopupa namosi Zielske & Haase, 2014",1,0
Fluviopupa pupoidea,Fluviopupa pupoidea,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,767193,651096,11157307,5720450,accepted,NA,FALSE,NA,"Mousson in Pilsbry, 1911",Fluviopupa pupoidea,Fluviopupa pupoidea,Fluviopupa pupoidea,"Fluviopupa pupoidea Mousson, 1911",1,0
Fluviopupa raradamu,Fluviopupa raradamu,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,817683,651097,7808697,5720455,accepted,NA,FALSE,NA,"Zielske & Haase, 2014",Fluviopupa raradamu,Fluviopupa raradamu,Fluviopupa raradamu,"Fluviopupa raradamu Zielske & Haase, 2014",1,0
Fluviopupa savuione,Fluviopupa savuione,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,817673,651099,8138565,5720465,accepted,NA,FALSE,NA,"Zielske & Haase, 2014",Fluviopupa savuione,Fluviopupa savuione,Fluviopupa savuione,"Fluviopupa savuione Zielske & Haase, 2014",1,0
Fluviopupa seasea,Fluviopupa seasea,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,767571,651100,8044615,5720459,accepted,NA,FALSE,NA,"Haase, Ponder & Bouchet, 2006",Fluviopupa seasea,Fluviopupa seasea,Fluviopupa seasea,"Fluviopupa seasea Haase, Ponder & Bouchet, 2006",1,0
Fluviopupa tasmani,Fluviopupa tasmani,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,817668,651102,7499416,5720460,accepted,NA,FALSE,NA,"Zielske & Haase, 2014",Fluviopupa tasmani,Fluviopupa tasmani,Fluviopupa tasmani,"Fluviopupa tasmani Zielske & Haase, 2014",1,0
Fluviopupa uka,Fluviopupa uka,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,817669,651105,7417275,5720458,accepted,NA,FALSE,NA,"Zielske & Haase, 2014",Fluviopupa uka,Fluviopupa uka,Fluviopupa uka,"Fluviopupa uka Zielske & Haase, 2014",1,0
Fluviopupa vakalevu,Fluviopupa vakalevu,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,817684,651106,8192065,5720463,accepted,NA,FALSE,NA,"Zielske & Haase, 2014",Fluviopupa vakalevu,Fluviopupa vakalevu,Fluviopupa vakalevu,"Fluviopupa vakalevu Zielske & Haase, 2014",1,0
Fluviopupa vakamalolo,Fluviopupa vakamalolo,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,767565,651107,7605873,5720453,accepted,NA,FALSE,NA,"Haase, Ponder & Bouchet, 2006",Fluviopupa vakamalolo,Fluviopupa vakamalolo,Fluviopupa vakamalolo,"Fluviopupa vakamalolo Haase, Ponder & Bouchet, 2006",1,0
Fluviopupa vatukuca,Fluviopupa vatukuca,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,817680,651108,7466093,5720454,accepted,NA,FALSE,NA,"Zielske & Haase, 2014",Fluviopupa vatukuca,Fluviopupa vatukuca,Fluviopupa vatukuca,"Fluviopupa vatukuca Zielske & Haase, 2014",1,0
Fluviopupa vulavula,Fluviopupa vulavula,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,817675,651109,7350472,5720448,accepted,NA,FALSE,NA,"Zielske & Haase, 2014",Fluviopupa vulavula,Fluviopupa vulavula,Fluviopupa vulavula,"Fluviopupa vulavula Zielske & Haase, 2014",1,0
Pseudamnicola meloussensis,Pseudamnicola meloussensis,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Pseudamnicola,767533,653505,8105551,5505495,accepted,NA,FALSE,unplaced_inherited,"Altaba, 2007",Pseudamnicola meloussensis,Pseudamnicola meloussensis,Pseudamnicola meloussensis,"Pseudamnicola meloussensis Altaba, 2007",1,0
Pseudamnicola granjaensis,Pseudamnicola granjaensis,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Pseudamnicola,767528,653504,4559949,2892210,accepted,NA,FALSE,unplaced_inherited,"Glöer & Zettler, 2007",Pseudamnicola granjaensis,Pseudamnicola granjaensis,Pseudamnicola granjaensis,"Pseudamnicola granjaensis Glöer & Zettler, 2007",1,0
Pseudamnicola artanensis,Pseudamnicola artanensis,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Pseudamnicola,767531,653502,8209643,5505494,accepted,NA,FALSE,unplaced_inherited,"Altaba, 2007",Pseudamnicola artanensis,Pseudamnicola artanensis,Pseudamnicola artanensis,"Pseudamnicola artanensis Altaba, 2007",1,0
Pyrgulopsis sanchezi,Pyrgulopsis sanchezi,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Pyrgulopsis,741080,653597,8276239,5264156,accepted,NA,FALSE,incertae_sedis_inherited,"Hershler, H.-P. Liu & Bradford, 2013",Pyrgulopsis sanchezi,Pyrgulopsis sanchezi,Pyrgulopsis sanchezi,"Pyrgulopsis sanchezi Hershler, H.-P.Liu & Bradford, 2013",1,0
Pyrgulopsis amargosae,Pyrgulopsis amargosae,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Pyrgulopsis,991513,30878,2299982,192017,accepted,NA,FALSE,incertae_sedis_inherited,"Hershler, 1989",Pyrgulopsis amargosae,Pyrgulopsis amargosae,Pyrgulopsis amargosae,"Pyrgulopsis amargosae Hershler, 1989",1,0
Fluviopupa adkinsi,Fluviopupa adkinsi,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,767552,651072,7883453,5500678,accepted,NA,FALSE,NA,"Zielske & Haase, 2014",Fluviopupa adkinsi,Fluviopupa adkinsi,Fluviopupa adkinsi,"Fluviopupa adkinsi Zielske & Haase, 2014",1,0
Fluviopupa bakeri,Fluviopupa bakeri,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,767553,651073,7650712,5500685,accepted,NA,FALSE,NA,"Zielske & Haase, 2014",Fluviopupa bakeri,Fluviopupa bakeri,Fluviopupa bakeri,"Fluviopupa bakeri Zielske & Haase, 2014",1,0
Fluviopupa brevior,Fluviopupa brevior,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,767543,651074,8318328,5500680,accepted,NA,FALSE,NA,"(Ancey, 1905)",Fluviopupa brevior,Fluviopupa brevior,Fluviopupa brevior,"Fluviopupa brevior (Ancey, 1905)",1,0
Fluviopupa erromangoana,Fluviopupa erromangoana,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,767546,651081,8406246,5500681,accepted,NA,FALSE,NA,"Zielske & Haase, 2014",Fluviopupa erromangoana,Fluviopupa erromangoana,Fluviopupa erromangoana,"Fluviopupa erromangoana Zielske & Haase, 2014",1,0
Fluviopupa espiritusantoana,Fluviopupa espiritusantoana,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,767555,651082,8339894,5500684,accepted,NA,FALSE,NA,"Haase, Fontaine & Gargominy, 2010",Fluviopupa espiritusantoana,Fluviopupa espiritusantoana,Fluviopupa espiritusantoana,"Fluviopupa espiritusantoana Haase, Fontaine & Gargominy, 2010",1,0
Fluviopupa freswota,Fluviopupa freswota,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,767549,651084,7820117,5500675,accepted,NA,FALSE,NA,"Zielske & Haase, 2014",Fluviopupa freswota,Fluviopupa freswota,Fluviopupa freswota,"Fluviopupa freswota Zielske & Haase, 2014",1,0
Fluviopupa herminae,Fluviopupa herminae,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,767548,651085,8239477,5500677,accepted,NA,FALSE,NA,"Zielske & Haase, 2014",Fluviopupa herminae,Fluviopupa herminae,Fluviopupa herminae,"Fluviopupa herminae Zielske & Haase, 2014",1,0
Fluviopupa malekulana,Fluviopupa malekulana,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,767547,651088,7510371,5500673,accepted,NA,FALSE,NA,"Zielske & Haase, 2014",Fluviopupa malekulana,Fluviopupa malekulana,Fluviopupa malekulana,"Fluviopupa malekulana Zielske & Haase, 2014",1,0
Fluviopupa pascali,Fluviopupa pascali,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,767556,651094,7918310,5500683,accepted,NA,FALSE,NA,"Haase, Fontaine & Gargominy, 2010",Fluviopupa pascali,Fluviopupa pascali,Fluviopupa pascali,"Fluviopupa pascali Haase, Fontaine & Gargominy, 2010",1,0
Fluviopupa pentecostata,Fluviopupa pentecostata,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,767551,651095,7678722,5500671,accepted,NA,FALSE,NA,"Zielske & Haase, 2014",Fluviopupa pentecostata,Fluviopupa pentecostata,Fluviopupa pentecostata,"Fluviopupa pentecostata Zielske & Haase, 2014",1,0
Fluviopupa riva,Fluviopupa riva,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,767545,651098,7724014,5500679,accepted,NA,FALSE,NA,"Zielske & Haase, 2014",Fluviopupa riva,Fluviopupa riva,Fluviopupa riva,"Fluviopupa riva Zielske & Haase, 2014",1,0
Fluviopupa tangbunia,Fluviopupa tangbunia,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fluviopupa,767550,651101,7616482,5500674,accepted,NA,FALSE,NA,"Zielske & Haase, 2014",Fluviopupa tangbunia,Fluviopupa tangbunia,Fluviopupa tangbunia,"Fluviopupa tangbunia Zielske & Haase, 2014",1,0
Birgella subglobosa,Birgella subglobosa,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Birgella,1327031,656473,2300093,31517,accepted,NA,FALSE,incertae_sedis_inherited,"(Say, 1825)",Birgella subglobosa,Birgella subglobosa,Birgella subglobosa,"Birgella subglobosa (Say, 1825)",1,0
Cincinnatia integra,Cincinnatia integra,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Cincinnatia,863359,27526,2300182,888712,accepted,NA,FALSE,incertae_sedis_inherited,"(Say, 1821)",Cincinnatia integra,Cincinnatia integra,Cincinnatia integra,"Cincinnatia integra (Say, 1821)",1,0
Cincinnatia,Cincinnatia,genus,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Cincinnatia,531839,6112,2300178,568392,accepted,NA,FALSE,incertae_sedis,"Pilsbry, 1891",Cincinnatia,Cincinnatia,Cincinnatia,"Cincinnatia Pilsbry, 1891",1,0
Heleobia ascotanensis,Heleobia ascotanensis,species,Mollusca,Gastropoda,Littorinimorpha,Cochliopidae,Heleobia,1317026,651384,10497113,5720298,accepted,NA,FALSE,NA,"(Courty, 1907)",Heleobia ascotanensis,Heleobia ascotanensis,Heleobia ascotanensis,"Heleobia ascotanensis (Courty, 1907)",1,0
Heleobia atacamensis,Heleobia atacamensis,species,Mollusca,Gastropoda,Littorinimorpha,Cochliopidae,Heleobia,1317028,651385,10145301,5720296,accepted,NA,FALSE,NA,"(Philippi, 1860)",Heleobia atacamensis,Heleobia atacamensis,Heleobia atacamensis,"Heleobia atacamensis (Philippi, 1860)",1,0
Heleobia chimbaensis,Heleobia chimbaensis,species,Mollusca,Gastropoda,Littorinimorpha,Cochliopidae,Heleobia,1317039,651386,10180882,5720300,accepted,NA,FALSE,NA,"(Biese, 1944)",Heleobia chimbaensis,Heleobia chimbaensis,Heleobia chimbaensis,"Heleobia chimbaensis (Biese, 1944)",1,0
Heleobia opachensis,Heleobia opachensis,species,Mollusca,Gastropoda,Littorinimorpha,Cochliopidae,Heleobia,884579,651388,8991290,5720276,accepted,NA,FALSE,NA,"(Biese, 1947)",Heleobia opachensis,Heleobia opachensis,Heleobia opachensis,"Heleobia opachensis (Biese, 1947)",1,0
Mexithauma quadripaludium,Mexithauma quadripaludium,species,Mollusca,Gastropoda,Littorinimorpha,Cochliopidae,Mexithauma,1064006,652286,7486529,239154,accepted,NA,FALSE,NA,"D. W. Taylor, 1966",Mexithauma quadripaludium,Mexithauma quadripaludium,Mexithauma quadripaludium,"Mexithauma quadripaludium D.W.Taylor, 1966",1,0
Pyrgulopsis gilae,Pyrgulopsis gilae,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Pyrgulopsis,1330402,27490,2299997,57065,accepted,NA,FALSE,incertae_sedis_inherited,"(D.W. Taylor, 1987)",Pyrgulopsis gilae,Pyrgulopsis gilae,Pyrgulopsis gilae,"Pyrgulopsis gilae (D.W.Taylor, 1987)",1,0
Daphniola,Daphniola,genus,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Daphniola,719152,106464,8190972,266631,accepted,NA,FALSE,sibling_higher,"Radoman, 1973",Daphniola,Daphniola,Daphniola,"Daphniola Radoman, 1973",1,0
Pyrgulopsis sathos,Pyrgulopsis sathos,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Pyrgulopsis,1349406,105767,9191372,365370,accepted,NA,FALSE,incertae_sedis_inherited,"Hershler, 1998",Pyrgulopsis sathos,Pyrgulopsis sathos,Pyrgulopsis sathos,"Pyrgulopsis sathos Hershler, 1998",1,0
Pyrgulopsis marcida,Pyrgulopsis marcida,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Pyrgulopsis,1348502,105768,9099735,365362,accepted,NA,FALSE,incertae_sedis_inherited,"Hershler, 1998",Pyrgulopsis marcida,Pyrgulopsis marcida,Pyrgulopsis marcida,"Pyrgulopsis marcida Hershler, 1998",1,0
Pyrgulopsis gracilis,Pyrgulopsis gracilis,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Pyrgulopsis,1347498,105769,8935817,365363,accepted,NA,FALSE,incertae_sedis_inherited,"Hershler, 1998",Pyrgulopsis gracilis,Pyrgulopsis gracilis,Pyrgulopsis gracilis,"Pyrgulopsis gracilis Hershler, 1998",1,0
