species,phylum,class,obisgbif,hakaisample,verifiedbc
Sternostylus iaspis,Arthropoda,Malacostraca,1,0,0
Pseudodiala acuta,Mollusca,Gastropoda,1,0,0
Taonius borealis,Mollusca,Cephalopoda,1,0,0
Siliqua alta,Mollusca,Bivalvia,1,0,0
Conopeum reticulum,Bryozoa,Gymnolaemata,1,0,0
Odontosyllis parva,Annelida,Polychaeta,1,0,0
Galiteuthis phyllura,Mollusca,Cephalopoda,1,0,0
Freyella microplax,Echinodermata,Asteroidea,1,0,0
Astrolirus panamensis,Echinodermata,Asteroidea,1,0,0
Plocamionida lyoni,Porifera,Demospongiae,1,0,0
Ampithoe kussakini,Arthropoda,Malacostraca,1,0,0
Pagurus middendorffii,Arthropoda,Malacostraca,1,0,0
Ophiura cryptolepis,Echinodermata,Ophiuroidea,1,0,0
Fenestrulina malusii,Bryozoa,Gymnolaemata,1,0,0
Syllides fulvus,Annelida,Polychaeta,1,0,0
Propebela alaskensis,Mollusca,Gastropoda,1,0,0
Incisocalliope derzhavini,Arthropoda,Malacostraca,1,0,0
Primno macropa,Arthropoda,Malacostraca,1,0,0
Saccella taphria,Mollusca,Bivalvia,1,0,0
Ritterella aequalisiphonis,Chordata,Ascidiacea,1,0,0
Haliphron atlanticus,Mollusca,Cephalopoda,1,0,0
Lyrodus pedicellatus,Mollusca,Bivalvia,1,0,0
Mystides borealis,Annelida,Polychaeta,1,0,0
Amphicaryon acaule,Cnidaria,Hydrozoa,1,0,0
Phyllodoce citrina,Annelida,Polychaeta,1,0,0
Hedingia californica,Echinodermata,Holothuroidea,1,0,0
Pagurus townsendi,Arthropoda,Malacostraca,1,0,0
Conchocele bisecta,Mollusca,Bivalvia,1,0,0
Eteone spetsbergensis,Annelida,Polychaeta,1,0,0
Metacrangon variabilis,Arthropoda,Malacostraca,1,0,0
Schizoplax brandtii,Mollusca,Polyplacophora,1,0,0
Rocinela americana,Arthropoda,Malacostraca,1,0,0
Pandalus amplus,Arthropoda,Malacostraca,1,0,0
Haplosyllis ohma,Annelida,Polychaeta,1,0,0
Serripes groenlandicus,Mollusca,Bivalvia,1,0,0
Chalinula ecbasis,Porifera,Demospongiae,1,0,0
Dendrobeania laxa,Bryozoa,Gymnolaemata,1,0,0
Nephtys schmitti,Annelida,Polychaeta,1,0,0
Auletta krautteri,Porifera,Demospongiae,1,0,0
Travisiopsis lobifera,Annelida,Polychaeta,1,0,0
Tachyrhynchus erosus,Mollusca,Gastropoda,1,0,0
Alona affinis,Arthropoda,Branchiopoda,1,0,0
Prometor benthophila,Annelida,Polychaeta,1,0,0
Polyphemus pediculus,Arthropoda,Branchiopoda,1,0,0
Pentamera montereyensis,Echinodermata,Holothuroidea,1,0,0
Notostomum cyclostomum,Annelida,Clitellata,1,0,0
Dorvillea moniloceras,Annelida,Polychaeta,1,0,0
Aphrodita parva,Annelida,Polychaeta,1,0,0
Uromunna ubiquita,Arthropoda,Malacostraca,1,0,0
Dorvillea pseudorubrovittata,Annelida,Polychaeta,1,0,0
Conopeum osburni,Bryozoa,Gymnolaemata,1,0,0
Amaeana occidentalis,Annelida,Polychaeta,1,0,0
Thysanopoda cornuta,Arthropoda,Malacostraca,1,0,0
Clymenura columbiana,Annelida,Polychaeta,1,0,0
Cuspidaria apodema,Mollusca,Bivalvia,1,0,0
Diaphanosoma brachyurum,Arthropoda,Branchiopoda,1,0,0
Synidotea bicuspida,Arthropoda,Malacostraca,1,0,0
Acrocirrus columbianus,Annelida,Polychaeta,1,0,0
Harmothoe aspera,Annelida,Polychaeta,1,0,0
Caprella penantis,Arthropoda,Malacostraca,1,0,0
Garveia nutans,Cnidaria,Hydrozoa,1,0,0
Heterostylites major,Arthropoda,Copepoda,1,0,0
Microjassa boreopacifica,Arthropoda,Malacostraca,1,0,0
Terebella plagiostoma,Annelida,Polychaeta,1,0,0
Ampelisca brevisimulata,Arthropoda,Malacostraca,1,0,0
Nicolea zostericola,Annelida,Polychaeta,1,0,0
Thysanocardia procera,Annelida,0,1,0,0
Manayunkia aestuarina,Annelida,Polychaeta,1,0,0
Odontogena borealis,Mollusca,Bivalvia,1,0,0
Melinna elisabethae,Annelida,Polychaeta,1,0,0
Placiphorella atlantica,Mollusca,Polyplacophora,1,0,0
Dacrydium rostriferum,Mollusca,Bivalvia,1,0,0
Topsentia disparilis,Porifera,Demospongiae,1,0,0
Amphissa bicolor,Mollusca,Gastropoda,1,0,0
Bittium vancouverense,Mollusca,Gastropoda,1,0,0
Ophiocten hastatum,Echinodermata,Ophiuroidea,1,0,0
Sthenelais articulata,Annelida,Polychaeta,1,0,0
Sertularella maureenae,Cnidaria,Hydrozoa,1,0,0
Coccocrater agassizii,Mollusca,Gastropoda,1,0,0
Tessarabrachion oculatum,Arthropoda,Malacostraca,1,0,0
Tectidrilus verrucosus,Annelida,Clitellata,1,0,0
Tachyrhynchus lacteolus,Mollusca,Gastropoda,1,0,0
Macrochaeta pege,Annelida,Polychaeta,1,0,0
Lysilla pacifica,Annelida,Polychaeta,1,0,0
Acrocirrus occipitalis,Annelida,Polychaeta,1,0,0
Ophiosphalma jolliense,Echinodermata,Ophiuroidea,1,0,0
Pseudarchaster pusillus,Echinodermata,Asteroidea,1,0,0
Limatula vancouverensis,Mollusca,Bivalvia,1,0,0
Rocinela propodialis,Arthropoda,Malacostraca,1,0,0
Boreomysis arctica,Arthropoda,Malacostraca,1,0,0
Copidozoum tenuirostre,Bryozoa,Gymnolaemata,1,0,0
Molgula oculata,Chordata,Ascidiacea,1,0,0
Arietellus plumifer,Arthropoda,Copepoda,1,1,1
Gyptis brunnea,Annelida,Polychaeta,1,0,0
Neoleprea japonica,Annelida,Polychaeta,1,0,0
Antiopella gelida,Mollusca,Gastropoda,1,0,0
Ypsilothuria bitentaculata,Echinodermata,Holothuroidea,1,0,0
Nerilla antennata,Annelida,Polychaeta,1,0,0
Aricidea neosuecica,Annelida,Polychaeta,1,0,0
Urticina crassicornis,Cnidaria,Anthozoa,1,0,0
Nerilla digitata,Annelida,Polychaeta,1,0,0
Psathyrometra fragilis,Echinodermata,Crinoidea,1,0,0
Geomackiea zephyrolata,Cnidaria,Hydrozoa,1,0,0
Asthenactis fisheri,Echinodermata,Asteroidea,1,0,0
Capheira mollis,Echinodermata,Holothuroidea,1,0,0
Lucicutia bicornuta,Arthropoda,Copepoda,1,0,0
Neocrangon abyssorum,Arthropoda,Malacostraca,1,0,0
Cuthona phoenix,Mollusca,Gastropoda,1,0,0
Dendrobeania curvirostrata,Bryozoa,Gymnolaemata,1,0,0
Cooperella subdiaphana,Mollusca,Bivalvia,1,0,0
Enipo canadensis,Annelida,Polychaeta,1,0,0
Neodakaria umbonata,Bryozoa,Gymnolaemata,1,0,0
Musculus glacialis,Mollusca,Bivalvia,1,0,0
Leucandra taylori,Porifera,Calcarea,1,0,0
Hippolyte californiensis,Arthropoda,Malacostraca,1,0,0
Kinbergonuphis proalopus,Annelida,Polychaeta,1,0,0
Boltenia echinata,Chordata,Ascidiacea,1,0,0
Phyllodurus abdominalis,Arthropoda,Malacostraca,1,0,0
Abietinaria variabilis,Cnidaria,Hydrozoa,1,0,0
Microporella catalinensis,Bryozoa,Gymnolaemata,1,0,0
Tindaria kennerlyi,Mollusca,Bivalvia,1,0,0
Colus griseus,Mollusca,Gastropoda,1,0,0
Farrea omniclavata,Porifera,Hexactinellida,1,0,0
Ophiura atacta,Echinodermata,Ophiuroidea,1,0,0
Porites rus,Cnidaria,Anthozoa,1,0,0
Clymenella torquata,Annelida,Polychaeta,1,0,0
Drilonereis filum,Annelida,Polychaeta,1,0,0
Argis crassa,Arthropoda,Malacostraca,1,0,0
Aglaophenia pluma,Cnidaria,Hydrozoa,1,0,0
Styela clavata,Chordata,Ascidiacea,1,0,0
Hobsonia florida,Annelida,Polychaeta,1,0,0
Calastacus stilirostris,Arthropoda,Malacostraca,1,0,0
Juxtacribrilina corbicula,Bryozoa,Gymnolaemata,1,0,0
Laetmonice pellucida,Annelida,Polychaeta,1,0,0
Pharyngocirrus eroticus,Annelida,Polychaeta,1,0,0
Cadlina flavomaculata,Mollusca,Gastropoda,1,0,0
Taonius pavo,Mollusca,Cephalopoda,1,0,0
Acharax johnsoni,Mollusca,Bivalvia,1,0,0
Polydora alloporis,Annelida,Polychaeta,1,0,0
Stylocheiron maximum,Arthropoda,Malacostraca,1,0,0
Styela yakutatensis,Chordata,Ascidiacea,1,0,0
Epitonium crebricostatum,Mollusca,Gastropoda,1,0,0
Colossendeis angusta,Arthropoda,Pycnogonida,1,0,0
Hornera pectinata,Bryozoa,Stenolaemata,1,0,0
Molpadia borealis,Echinodermata,Holothuroidea,1,0,0
Phorbas hoffmani,Porifera,Demospongiae,1,0,0
Hymenodiscus pusilla,Echinodermata,Asteroidea,1,0,0
Pteraster coscinopeplus,Echinodermata,Asteroidea,1,0,0
Oenopota excurvata,Mollusca,Gastropoda,1,0,0
Sarsia viridis,Cnidaria,Hydrozoa,1,0,0
Niveotectura funiculata,Mollusca,Gastropoda,1,1,1
Grandifoxus grandis,Arthropoda,Malacostraca,1,0,0
Pteraster pulvillus,Echinodermata,Asteroidea,1,0,0
Spiophanes fimbriata,Annelida,Polychaeta,1,0,0
Bolocera kensmithi,Cnidaria,Anthozoa,1,0,0
Thoracophelia williamsi,Annelida,Polychaeta,1,0,0
Henricia eschrichti,Echinodermata,Asteroidea,1,0,0
Spiophanes uschakowi,Annelida,Polychaeta,1,0,0
Xylophaga siebenalleri,Mollusca,Bivalvia,1,0,0
Thysanoessa inspinata,Arthropoda,Malacostraca,1,0,0
Paralomis verrilli,Arthropoda,Malacostraca,1,0,0
Henricia clarki,Echinodermata,Asteroidea,1,0,0
Nerilla inopinata,Annelida,Polychaeta,1,0,0
Hapalogaster grebnitzkii,Arthropoda,Malacostraca,1,0,0
Ilyocryptus sordidus,Arthropoda,Branchiopoda,1,0,0
Thorlaksonius brevirostris,Arthropoda,Malacostraca,1,0,0
Boreoscala greenlandica,Mollusca,Gastropoda,1,0,0
Vogtia spinosa,Cnidaria,Hydrozoa,1,0,0
Notomastus variegatus,Annelida,Polychaeta,1,0,0
Limopsis akutanica,Mollusca,Bivalvia,1,0,0
Buccinum diplodetum,Mollusca,Gastropoda,1,0,0
Iophon cheliferum,Porifera,Demospongiae,1,0,0
Autolytus varius,Annelida,Polychaeta,1,0,0
Dendrodoa grossularia,Chordata,Ascidiacea,1,0,0
Praya reticulata,Cnidaria,Hydrozoa,1,0,0
Notomastus giganteus,Annelida,Polychaeta,1,0,0
Lasaea subviridis,Mollusca,Bivalvia,1,0,0
Questa caudicirra,Annelida,Polychaeta,1,0,0
Zyzzyzus rubusidaeus,Cnidaria,Hydrozoa,1,0,0
Byblis brevirama,Arthropoda,Malacostraca,1,0,0
Ophiacantha bathybia,Echinodermata,Ophiuroidea,1,0,0
Monocorophium carlottensis,Arthropoda,Malacostraca,1,0,0
Cauloramphus echinus,Bryozoa,Gymnolaemata,1,0,0
Panomya norvegica,Mollusca,Bivalvia,1,0,0
Craniella spinosa,Porifera,Demospongiae,1,0,0
Desmacella vagabunda,Porifera,Demospongiae,1,0,0
Koinostylochus burchami,Platyhelminthes,0,1,0,0
Acanthascus platei,Porifera,Hexactinellida,1,0,0
Psamathe fusca,Annelida,Polychaeta,1,0,0
Pandalus glabrus,Arthropoda,Malacostraca,1,0,0
Lamberticrinus messingi,Echinodermata,Crinoidea,1,0,0
Eunice segregata,Annelida,Polychaeta,1,0,0
Lepidonotus caelorus,Annelida,Polychaeta,1,0,0
Callopora armata,Bryozoa,Gymnolaemata,1,0,0
Schistomeringos japonica,Annelida,Polychaeta,1,0,0
Astyris permodesta,Mollusca,Gastropoda,1,0,0
Phoxichilidium quadradentatum,Arthropoda,Pycnogonida,1,0,0
Trididemnum opacum,Chordata,Ascidiacea,1,0,0
Loxorhynchus crispatus,Arthropoda,Malacostraca,1,0,0
Propebela exarata,Mollusca,Gastropoda,1,0,0
Atylus collingi,Arthropoda,Malacostraca,1,0,0
Anteliaster coscinactis,Echinodermata,Asteroidea,1,0,0
Anelassorhynchus abyssalis,Annelida,Polychaeta,1,0,0
Holmesiella anomala,Arthropoda,Malacostraca,1,0,0
Synidotea calcarea,Arthropoda,Malacostraca,1,0,0
Dipsacaster anoplus,Echinodermata,Asteroidea,1,0,0
Alona costata,Arthropoda,Branchiopoda,1,0,0
Parougia caeca,Annelida,Polychaeta,1,0,0
Mangelia crebricostata,Mollusca,Gastropoda,1,0,0
Lagisca tenebricosa,Annelida,Polychaeta,1,0,0
Chelophyes appendiculata,Cnidaria,Hydrozoa,1,0,0
Thelepus hamatus,Annelida,Polychaeta,1,0,0
Onychoteuthis borealijaponica,Mollusca,Cephalopoda,1,0,0
Abietinaria pulchra,Cnidaria,Hydrozoa,1,0,0
Scleroplax granulata,Arthropoda,Malacostraca,1,0,0
Cirratulus cingulatus,Annelida,Polychaeta,1,0,0
Halopteris campanula,Cnidaria,Hydrozoa,1,0,0
Odostomia angularis,Mollusca,Gastropoda,1,0,0
Pentamera trachyplaca,Echinodermata,Holothuroidea,1,0,0
Lensia multicristata,Cnidaria,Hydrozoa,1,0,0
Paraninoe simpla,Annelida,Polychaeta,1,0,0
Assiminea translucens,Mollusca,Gastropoda,1,0,0
Pagurus rathbuni,Arthropoda,Malacostraca,1,0,0
Pholoe longa,Annelida,Polychaeta,1,0,0
Amphinema platyhedos,Cnidaria,Hydrozoa,1,0,0
Brinckmannia hexactinellidophila,Cnidaria,Hydrozoa,1,0,0
Eunice kobiensis,Annelida,Polychaeta,1,0,0
Calocarides quinqueseriatus,Arthropoda,Malacostraca,1,0,0
Latisipho morditus,Mollusca,Gastropoda,1,0,0
Leptochiton algesirensis,Mollusca,Polyplacophora,1,0,0
Aegina citrea,Cnidaria,Hydrozoa,1,0,0
Zeuxo normani,Arthropoda,Malacostraca,1,0,0
Terminoflustra membranaceotruncata,Bryozoa,Gymnolaemata,1,0,0
Glossaulax draconis,Mollusca,Gastropoda,1,0,0
Homalopoma subobsoletum,Mollusca,Gastropoda,1,0,0
Cystisoma latipes,Arthropoda,Malacostraca,1,0,0
Melinnampharete gracilis,Annelida,Polychaeta,1,0,0
Phialella fragilis,Cnidaria,Hydrozoa,1,0,0
Amphilectus laxus,Porifera,Demospongiae,1,0,0
Parasmittina trispinosa,Bryozoa,Gymnolaemata,1,0,0
Laonice appelloefi,Annelida,Polychaeta,1,0,0
Pectinaria belgica,Annelida,Polychaeta,1,0,0
Panopea abrupta,Mollusca,Bivalvia,1,0,0
Odostomia columbiana,Mollusca,Gastropoda,1,0,0
Stilipes distinctus,Arthropoda,Malacostraca,1,0,0
Callianopsis goniophthalma,Arthropoda,Malacostraca,1,0,0
Dipolydora bidentata,Annelida,Polychaeta,1,0,0
Crisia serrulata,Bryozoa,Stenolaemata,1,0,0
Deshayesiella spicata,Mollusca,Polyplacophora,1,0,0
Propebela nobilis,Mollusca,Gastropoda,1,0,0
Euchaeta spinosa,Arthropoda,Copepoda,1,0,0
Jassa slatteryi,Arthropoda,Malacostraca,1,0,0
Petalophthalmus armiger,Arthropoda,Malacostraca,1,0,0
Amphilepis patens,Echinodermata,Ophiuroidea,1,0,0
Henricia polyacantha,Echinodermata,Asteroidea,1,0,0
Admete viridula,Mollusca,Gastropoda,1,0,0
Ancistrosyllis groenlandica,Annelida,Polychaeta,1,0,0
Cuspidaria cowani,Mollusca,Bivalvia,1,0,0
Cyclopecten carlottensis,Mollusca,Bivalvia,1,0,0
Euphrosine heterobranchia,Annelida,Polychaeta,1,0,0
Cyanoplax hartwegii,Mollusca,Polyplacophora,1,0,0
Sycon raphanus,Porifera,Calcarea,1,0,0
Oriopsis gracilis,Annelida,Polychaeta,1,0,0
Hedingia planapertura,Echinodermata,Holothuroidea,1,0,0
Tarrhomyos luridus,Nemertea,Pilidiophora,1,0,0
Amphictene moorei,Annelida,Polychaeta,1,0,0
Ctenodrilus serratus,Annelida,Polychaeta,1,0,0
Idas washingtonius,Mollusca,Bivalvia,1,0,0
Gonatus pyros,Mollusca,Cephalopoda,1,0,0
Bathyneaera tillamookensis,Mollusca,Bivalvia,1,0,0
Achelia gracilipes,Arthropoda,Pycnogonida,1,0,0
Crassicardia crebricostata,Mollusca,Bivalvia,1,0,0
Chloeia entypa,Annelida,Polychaeta,1,0,0
Intoshella caeca,Annelida,Polychaeta,1,0,0
Phyllodoce maculata,Annelida,Polychaeta,1,0,0
Pentamera pseudopopulifera,Echinodermata,Holothuroidea,1,0,0
Styela squamosa,Chordata,Ascidiacea,1,0,0
Sabia conica,Mollusca,Gastropoda,1,0,0
Aplidium arenatum,Chordata,Ascidiacea,1,0,0
Protoleodora asperata,Annelida,Polychaeta,1,0,0
Sulculeolaria quadrivalvis,Cnidaria,Hydrozoa,1,0,0
Pseudosuberites montiniger,Porifera,Demospongiae,1,0,0
Ophioplocus esmarki,Echinodermata,Ophiuroidea,1,0,0
Systellaspis cristata,Arthropoda,Malacostraca,1,0,0
Stomacrustula limbata,Bryozoa,Gymnolaemata,1,0,0
Ascorhynchus japonicum,Arthropoda,Pycnogonida,1,0,0
Boreotrophon tripherus,Mollusca,Gastropoda,1,0,0
Lensia achilles,Cnidaria,Hydrozoa,1,0,0
Topsentia fibrosa,Porifera,Demospongiae,1,0,0
Nereis latescens,Annelida,Polychaeta,1,0,0
Polydora spongicola,Annelida,Polychaeta,1,0,0
Achelia alaskensis,Arthropoda,Pycnogonida,1,0,0
Tonicella venusta,Mollusca,Polyplacophora,1,0,0
Platynereis dumerilii,Annelida,Polychaeta,1,0,0
Neaeromya rugifera,Mollusca,Bivalvia,1,0,0
Ophiacantha acanthinotata,Echinodermata,Ophiuroidea,1,0,0
Jassa marmorata,Arthropoda,Malacostraca,1,0,0
Mesocrangon intermedia,Arthropoda,Malacostraca,1,0,0
Ianiropsis analoga,Arthropoda,Malacostraca,1,0,0
Munidopsis latirostris,Arthropoda,Malacostraca,1,0,0
Eunoe depressa,Annelida,Polychaeta,1,0,0
Flabelliderma papillosa,Annelida,Polychaeta,1,0,0
Spongosorites annandalei,Porifera,Demospongiae,1,0,0
Phyllodoce madeirensis,Annelida,Polychaeta,1,0,0
Peniagone japonica,Echinodermata,Holothuroidea,1,0,0
Imajimapholoe parva,Annelida,Polychaeta,1,0,0
Jassa falcata,Arthropoda,Malacostraca,1,0,0
Pettiboneia sanmatiensis,Annelida,Polychaeta,1,0,0
Kyopoda lamberti,Cnidaria,Staurozoa,1,0,0
Eulalia viridis,Annelida,Polychaeta,1,0,0
Ampharete sibirica,Annelida,Polychaeta,1,0,0
Lanice conchilega,Annelida,Polychaeta,1,0,0
Mya baxteri,Mollusca,Bivalvia,1,0,0
Idotea obscura,Arthropoda,Malacostraca,1,0,0
Modiolatus neglectus,Mollusca,Bivalvia,1,0,0
Lycopodina lycopodium,Porifera,Demospongiae,1,0,0
Nucula carlottensis,Mollusca,Bivalvia,1,0,0
Paulinum lineatum,Cnidaria,Hydrozoa,1,0,0
Munna stephenseni,Arthropoda,Malacostraca,1,0,0
Javania californica,Cnidaria,Anthozoa,1,0,0
Melita nitida,Arthropoda,Malacostraca,1,0,0
Cyamus boopis,Arthropoda,Malacostraca,1,0,0
Chone minuta,Annelida,Polychaeta,1,0,0
Nicippe tumida,Arthropoda,Malacostraca,1,0,0
Polydora neocaeca,Annelida,Polychaeta,1,0,0
Antiopella barbarensis,Mollusca,Gastropoda,1,0,0
Harfordia robusta,Mollusca,Gastropoda,1,0,0
Onoba carpenteri,Mollusca,Gastropoda,1,0,0
Sertularia tenera,Cnidaria,Hydrozoa,1,0,0
Gaetanus pileatus,Arthropoda,Copepoda,1,0,0
Cerithiopsis charlottensis,Mollusca,Gastropoda,1,0,0
Oopsacas olympica,Porifera,Hexactinellida,1,0,0
Malletia talama,Mollusca,Bivalvia,1,0,0
Syllis fasciata,Annelida,Polychaeta,1,0,0
Henricia derjugini,Echinodermata,Asteroidea,1,0,0
Paranais litoralis,Annelida,Clitellata,1,0,0
Tonicella submarmorea,Mollusca,Polyplacophora,1,0,0
Prosuberites saanichensis,Porifera,Demospongiae,1,0,0
Travisia japonica,Annelida,Polychaeta,1,0,0
Ophiodermella grippi,Mollusca,Gastropoda,1,0,0
Lagenipora lepralioides,Bryozoa,Gymnolaemata,1,0,0
Onchocalanus magnus,Arthropoda,Copepoda,1,0,0
Euphrosine arctia,Annelida,Polychaeta,1,0,0
Simplisetia erythraeensis,Annelida,Polychaeta,1,0,0
Myriozoum tenue,Bryozoa,Gymnolaemata,1,0,0
Polydora websteri,Annelida,Polychaeta,1,0,0
Leptosynapta inhaerens,Echinodermata,Holothuroidea,1,0,0
Lamispina schmidtii,Annelida,Polychaeta,1,0,0
Jasmineira pacifica,Annelida,Polychaeta,1,0,0
Acanthascus malacus,Porifera,Hexactinellida,1,0,0
Waldo arthuri,Mollusca,Bivalvia,1,0,0
Leydigia leydigi,Arthropoda,Branchiopoda,1,0,0
Sida crystallina,Arthropoda,Branchiopoda,1,0,0
Lepidozona scabricostata,Mollusca,Polyplacophora,1,0,0
Neomysis mercedis,Arthropoda,Malacostraca,1,0,0
Ptychogena lactea,Cnidaria,Hydrozoa,1,0,0
Samytha californiensis,Annelida,Polychaeta,1,0,0
Paradoneis spinifera,Annelida,Polychaeta,1,0,0
Dendropoma lituella,Mollusca,Gastropoda,1,0,0
Lottia limatula,Mollusca,Gastropoda,1,0,0
Malletia faba,Mollusca,Bivalvia,1,0,0
Proceraea prismatica,Annelida,Polychaeta,1,0,0
Gnathopleustes pugettensis,Arthropoda,Malacostraca,1,0,0
Funiculina armata,Cnidaria,Anthozoa,1,0,0
Hexadella dedritifera,Porifera,Demospongiae,1,0,0
Paraonides platybranchia,Annelida,Polychaeta,1,1,1
Sunamphitoe mea,Arthropoda,Malacostraca,1,0,0
Vogtia pentacantha,Cnidaria,Hydrozoa,1,0,0
Gonatopsis okutanii,Mollusca,Cephalopoda,1,0,0
Dentalium agassizi,Mollusca,Scaphopoda,1,0,0
Cucumaria djakonovi,Echinodermata,Holothuroidea,1,0,0
Macroregonia macrochira,Arthropoda,Malacostraca,1,0,0
Sycandra utriculus,Porifera,Calcarea,1,0,0
Protomedeia fasciata,Arthropoda,Malacostraca,1,0,0
Abietinaria gigantea,Cnidaria,Hydrozoa,1,0,0
Megayoldia montereyensis,Mollusca,Bivalvia,1,0,0
Graptoleberis testudinaria,Arthropoda,Branchiopoda,1,0,0
Poecillastra japonica,Porifera,Demospongiae,1,0,0
Caprella natalensis,Arthropoda,Malacostraca,1,0,0
Haliclona mollis,Porifera,Demospongiae,1,0,0
Cossura soyeri,Annelida,Polychaeta,1,0,0
Malletia pacifica,Mollusca,Bivalvia,1,0,0
Leptosynapta galliennii,Echinodermata,Holothuroidea,1,0,0
Lysippe labiata,Annelida,Polychaeta,1,0,0
Puncturella expansa,Mollusca,Gastropoda,1,0,0
Sphaerodoridium minutum,Annelida,Polychaeta,1,0,0
Hiatella rugosa,Mollusca,Bivalvia,1,0,0
Scoletoma brevicirra,Annelida,Polychaeta,1,0,0
Hermaea vancouverensis,Mollusca,Gastropoda,1,0,0
Laomedea flexuosa,Cnidaria,Hydrozoa,1,0,0
Potamilla neglecta,Annelida,Polychaeta,1,0,0
Hermaea oliviae,Mollusca,Gastropoda,1,1,1
Merga reesi,Cnidaria,Hydrozoa,1,0,0
Syllis adamantea,Annelida,Polychaeta,1,1,1
Monanchora alaskensis,Porifera,Demospongiae,1,0,0
Lottia scabra,Mollusca,Gastropoda,1,0,0
Hymeraphia stellifera,Porifera,Demospongiae,1,0,0
Netastoma rostratum,Mollusca,Bivalvia,1,0,0
Henricia dyscrita,Echinodermata,Asteroidea,1,0,0
Bemlos concavus,Arthropoda,Malacostraca,1,0,0
Lyonsiella quaylei,Mollusca,Bivalvia,1,0,0
Haliclystus salpinx,Cnidaria,Staurozoa,1,0,0
Polycirrus caliendrum,Annelida,Polychaeta,1,0,0
Prometor pocula,Annelida,Polychaeta,1,0,0
Ascetoaxinus quatsinoensis,Mollusca,Bivalvia,1,0,0
Polyclinum planum,Chordata,Ascidiacea,1,0,0
Cerebratulus herculeus,Nemertea,Pilidiophora,1,0,0
Eucopia australis,Arthropoda,Malacostraca,1,0,0
Phyllonotus erythrostomus,Mollusca,Gastropoda,1,0,0
Turbonilla torquata,Mollusca,Gastropoda,1,0,0
Zygonemertes virescens,Nemertea,Hoplonemertea,1,0,0
Nematoscelis difficilis,Arthropoda,Malacostraca,1,0,0
Boreochiton ruber,Mollusca,Polyplacophora,1,0,0
Protosuberites sisyrnus,Porifera,Demospongiae,1,0,0
Nereiphylla castanea,Annelida,Polychaeta,1,0,0
Turtonia minuta,Mollusca,Bivalvia,1,0,0
Cryptocotyle jejuna,Platyhelminthes,Trematoda,1,0,0
Paramonostomum histrionici,Platyhelminthes,Trematoda,1,0,0
Cryptocotyle lingua,Platyhelminthes,Trematoda,1,0,0
Apatemon gracilis,Platyhelminthes,Trematoda,1,0,0
Notocotylus urbanensis,Platyhelminthes,Trematoda,1,0,0
Cotylurus flabelliformis,Platyhelminthes,Trematoda,1,0,0
Austrobilharzia variglandis,Platyhelminthes,Trematoda,1,0,0
Psilostomum magniovum,Platyhelminthes,Trematoda,1,0,0
Galactosomum humbargari,Platyhelminthes,Trematoda,1,0,0
Stictodora lari,Platyhelminthes,Trematoda,1,0,0
Euphysa japonica,Cnidaria,Hydrozoa,1,0,0
Clavella adunca,Arthropoda,Copepoda,1,0,0
Chrysaora colorata,Cnidaria,Scyphozoa,1,0,0
Euspira heros,Mollusca,Gastropoda,1,0,0
Beroe forskalii,Ctenophora,Nuda,1,0,0
Crepidula onyx,Mollusca,Gastropoda,1,0,0
Cadlina sparsa,Mollusca,Gastropoda,1,0,0
Onykia robusta,Mollusca,Cephalopoda,1,0,0
Lytechinus pictus,Echinodermata,Echinoidea,1,0,0
Acteocina harpa,Mollusca,Gastropoda,1,0,0
Siboglinum fedotovi,Annelida,Polychaeta,1,0,0
Plakina atka,Porifera,Homoscleromorpha,1,0,0
Stygocapitella subterranea,Annelida,Polychaeta,1,0,0
Idanthyrsus saxicavus,Annelida,Polychaeta,1,0,0
Epiactis handi,Cnidaria,Anthozoa,1,0,0
Paralithodes brevipes,Arthropoda,Malacostraca,1,0,0
Pteraster marsippus,Echinodermata,Asteroidea,1,0,0
Ceramaster japonicus,Echinodermata,Asteroidea,1,0,0
Histioteuthis heteropsis,Mollusca,Cephalopoda,1,0,0
Margarites vorticiferus,Mollusca,Gastropoda,1,0,0
Cucumaria frondosa,Echinodermata,Holothuroidea,1,0,0
Anthoptilum murrayi,Cnidaria,Anthozoa,1,0,0
Histodermella kagigunensis,Porifera,Demospongiae,1,0,0
Weberella bursa,Porifera,Demospongiae,1,0,0
Farrea beringiana,Porifera,Hexactinellida,1,0,0
Callogorgia compressa,Cnidaria,Anthozoa,1,0,0
Heteropolypus ritteri,Cnidaria,Anthozoa,1,0,0
Anthomastus grandiflorus,Cnidaria,Anthozoa,1,0,0
Haloa japonica,Mollusca,Gastropoda,1,0,0
Chloeia pinnata,Annelida,Polychaeta,1,0,0
Lycaea pulex,Arthropoda,Malacostraca,1,0,0
Nemertesia ramosa,Cnidaria,Hydrozoa,1,0,0
Diaperoforma californica,Bryozoa,Stenolaemata,1,1,1
Eurytemora pacifica,Arthropoda,Copepoda,1,0,0
Scaphocalanus echinatus,Arthropoda,Copepoda,1,0,0
Temora longicornis,Arthropoda,Copepoda,1,0,0
Oceanobdella pallida,Annelida,Clitellata,1,0,0
Janusion diminuta,Annelida,Clitellata,1,0,0
Beringobdella rectangulata,Annelida,Clitellata,1,0,0
Ostreobdella papillata,Annelida,Clitellata,1,0,0
