Sample ID,Field ID,Museum ID,Institution Storing,Project Code,Process ID,Sample ID,Field ID,BIN,Catalog Num,tufA Seq. Length,PSBA Seq. Length,COI-5P Seq. Length,COI-5P Trace Count,ITS Seq. Length,28S Seq. Length,rbcL Seq. Length,18S Seq. Length,Image Count,Barcode Compliant,Collection Date,Identification,Institution,Notes,Phylum,Class,Order,Family,Subfamily,Genus,Species,Identifier,Identifier Email,Identification Method,Taxonomy Notes,Collectors,Collection Date,Country/Ocean,State/Province,Region,Sector,Exact Site,Lat,Lon,Elev,Depth,Elevation Precision,Depth Precision,GPS Source,Coordinate Accuracy,Event Time,Collection Date Accuracy,Habitat,Sampling Protocol,Collection Notes,Site Code,Collection Event ID
BHAK1006,BHAK1006,Mollusca-511482,Florida Museum of Natural History,BHAK,BHAK246-17,BHAK1006,BHAK1006,,Mollusca-511482,0[n],0[n],607[1n],2,0[n],0[n],0[n],0[n],2,Yes,28-Jul-2017,Marsenina HAK-2,Florida Museum of Natural History,,Mollusca,Gastropoda,Littorinimorpha,Velutinidae,Velutininae,Marsenina,Marsenina HAK-2,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Hand Collecting,28-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,Seventh Beach,51.6408,-128.155,,,,,iPad (Collector),,,,Rock Outcrop,Hand Collecting,"Headland between Sixth and Seventh Beach, biotic habitat = seagrass bed",IHAK15,
BHAK3547,BHAK3547,Mollusca-511759,Florida Museum of Natural History,BHAK,BHAK424-17,BHAK3547,BHAK3547,BOLD:ACM2312,Mollusca-511759,0[n],0[n],634[0n],2,0[n],0[n],0[n],0[n],2,Yes,07-Aug-2017,Marsenina stearnsii,Florida Museum of Natural History,on Deidemnum sp A,Mollusca,Gastropoda,Littorinimorpha,Velutinidae,Velutininae,Marsenina,Marsenina stearnsii,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Gustav Paulay,07-Aug-2017,Canada,British Columbia,Central Coast,Rattenbury Island,Rattenbury Pinnacle,51.691,-128.08,,13,,8,iPad (collector),,,,subtidal pinnacle,"Hand collecting, SCUBA",,IHAK60,
BHAK3189,BHAK3189,Mollusca-511793,Florida Museum of Natural History,BHAK,BHAK449-17,BHAK3189,BHAK3189,BOLD:ACM2312,Mollusca-511793,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,06-Aug-2017,Marsenina stearnsii,Florida Museum of Natural History,With Diplosoma,Mollusca,Gastropoda,Littorinimorpha,Velutinidae,Velutininae,Marsenina,Marsenina stearnsii,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Hakai Institute,06-Aug-2017,Canada,British Columbia,Central Coast,Choked Pass,Starfish Island,51.68,-128.126,,5,,,iPad (collector),,,,Island,"Hand collecting, SCUBA",Starfish Island ARMS,XHAK11,
BHAK2687,BHAK2687,Mollusca-521655,Florida Museum of Natural History,BHAK,BHAK337-17,BHAK2687,BHAK2687,BOLD:ACM2312,Mollusca-521655,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,04-Aug-2017,Marsenina stearnsii,Florida Museum of Natural History,,Mollusca,Gastropoda,Littorinimorpha,Velutinidae,Velutininae,Marsenina,Marsenina stearnsii,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Ondine Pontier,04-Aug-2017,Canada,British Columbia,Central Coast,Hakai Pass,Port Reef,51.697,-128.105,,21,,,IPAD (collector),,,,rocky reef,"Hand collecting, SCUBA",,IHAK50,
BHAK0970,BHAK0970,Mollusca-511471,Florida Museum of Natural History,BHAK,BHAK268-17,BHAK0970,BHAK0970,BOLD:ADI9798,Mollusca-511471,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,26-Jul-2017,Velutina velutina,Florida Museum of Natural History,,Mollusca,Gastropoda,Littorinimorpha,Velutinidae,Velutininae,Velutina,Velutina velutina,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Sarah Dudas,26-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,Sixth Beach,51.6394,-128.155,,,,,GPS,,,,rock outcrop,hand collected,"low intertidal, rocky",SHAK25,
BHAK1005,BHAK1005,Mollusca-511481,Florida Museum of Natural History,BHAK,BHAK286-17,BHAK1005,BHAK1005,BOLD:ADI9798,Mollusca-511481,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,28-Jul-2017,Velutinidae,Florida Museum of Natural History,ex compound ascidians,Mollusca,Gastropoda,Littorinimorpha,Velutinidae,,,,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,Velutinidae HAK-1,Hand Collecting,28-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,Seventh Beach,51.6408,-128.155,,,,,iPad (Collector),,,,Rock Outcrop,Hand Collecting,"Headland between Sixth and Seventh Beach, biotic habitat = seagrass bed",IHAK15,
BHAK2052,BHAK2052,Mollusca-521590,Florida Museum of Natural History,BHAK,BHAK393-17,BHAK2052,BHAK2052,BOLD:ADJ4963,Mollusca-521590,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,01-Aug-2017,Lamellariinae,Florida Museum of Natural History,,Mollusca,Gastropoda,Littorinimorpha,Velutinidae,Lamellariinae,,,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Aaron Galloway,01-Aug-2017,Canada,British Columbia,Central Coast,Calvert Island,North Beach,51.667,-128.14,,5,,,IPAD (collector),,,,boulder field,hand collected by SCUBA,"biotic habitat=benthic macroalgae, Nereocystis forest",IHAK33,
BHAK2387,BHAK2387,Mollusca-511656,Florida Museum of Natural History,BHAK,BHAK346-17,BHAK2387,BHAK2387,BOLD:ADL0564,Mollusca-511656,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,03-Aug-2017,Velutinidae,Florida Museum of Natural History,,Mollusca,Gastropoda,Littorinimorpha,Velutinidae,,,,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Gustav Paulay,03-Aug-2017,Canada,British Columbia,Central Coast,Choked Pass,Starfish Island,51.68,-128.127,,18,,,IPAD (collector),,,,rocky outcrop,hand collected by SCUBA,biotic habitat=benthic macroalgae,IHAK42,
BHAK3022,BHAK3022,Mollusca-521603,Florida Museum of Natural History,BHAK,BHAK464-17,BHAK3022,BHAK3022,,Mollusca-521603,0[n],0[n],617[1n],2,0[n],0[n],0[n],0[n],2,Yes,05-Aug-2017,Lamellariinae,Florida Museum of Natural History,,Mollusca,Gastropoda,Littorinimorpha,Velutinidae,Lamellariinae,,,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Hakai Institute,05-Aug-2017,Canada,British Columbia,Central Coast,Hecate Island,Kelpie Point,51.734,-127.997,,5,,,iPad (collector),,,,Rock Outcrop,"Hand collecting, SCUBA","Kelpie Point ARMS, biotic habitat = Coraline algae",XHAK09,
BHAK-11071,BHAK-11071,BHAK-11071,Hakai Institute,QHAK,QHAK306-20,BHAK-11071,BHAK-11071,BOLD:AAF2329,BHAK-11071,0[n],0[n],613[0n],,0[n],0[n],0[n],0[n],1,No,22-Jun-2020,Littorinimorpha,Hakai Institute,,Mollusca,Gastropoda,Littorinimorpha,,,,,Tyrel Froese,,,,Hakai Institute,22-Jun-2020,Canada,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223,,,,,,,,,Planktonic,Plankton Net,,QU38,
BHAK-10958,BHAK-10958,BHAK-10958,Hakai Institute,QHAK,QHAK237-20,BHAK-10958,BHAK-10958,BOLD:AAF2329,BHAK-10958,0[n],0[n],621[0n],,0[n],0[n],0[n],0[n],1,No,08-Jun-2020,Littorinimorpha,Hakai Institute,,Mollusca,Gastropoda,Littorinimorpha,,,,,Tyrel Froese,,,,Hakai Institute,08-Jun-2020,Canada,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223,,,,,,,,,Planktonic,Plankton Net,,QU38,
BHAK-06496,BHAK-6496,Gastropoda_545047,Florida Museum of Natural History,BHAK,BHAK2677-20,BHAK-06496,BHAK-6496,,Gastropoda_545047,0[n],0[n],636[0n],2,0[n],0[n],0[n],0[n],1,Yes,25-Jun-2018,Lirabuccinum dirum,Florida Museum of Natural History,,Mollusca,Gastropoda,Neogastropoda,Buccinidae,,Lirabuccinum,Lirabuccinum dirum,Sarah Steinerstauch,,,,Gustav Paulay,25-Jun-2018,Canada,British Columbia,Central Coast,Rattenbury Island,Rattenbury pinnacle,51.69,-128.089,,12.5,,2.5,,,,,rocky bottom,"Vacuum, SCUBA",,,EHAK46
BHAK-06495,BHAK-6495,Gastropoda_545046,Florida Museum of Natural History,BHAK,BHAK2676-20,BHAK-06495,BHAK-6495,,Gastropoda_545046,0[n],0[n],637[0n],2,0[n],0[n],0[n],0[n],2,Yes,25-Jun-2018,Lirabuccinum dirum,Florida Museum of Natural History,,Mollusca,Gastropoda,Neogastropoda,Buccinidae,,Lirabuccinum,Lirabuccinum dirum,Sarah Steinerstauch,,,,Gustav Paulay,25-Jun-2018,Canada,British Columbia,Central Coast,Rattenbury Island,Rattenbury pinnacle,51.69,-128.089,,12.5,,2.5,,,,,rocky bottom,"Vacuum, SCUBA",,,EHAK46
BHAK2667,BHAK2667,Mollusca-521694,Florida Museum of Natural History,BHAK,BHAK353-17,BHAK2667,BHAK2667,,Mollusca-521694,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,04-Aug-2017,Buccinidae,Florida Museum of Natural History,,Mollusca,Gastropoda,Neogastropoda,Buccinidae,,,,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Derek VanMaanen,04-Aug-2017,Canada,British Columbia,Central Coast,Choked Pass,,51.676,-128.119,,10,,,iPad (collector),,,,seagrass bed,"Hand collecting, SCUBA",Nearshore seagreass transect,IHAK48c,
BHAK0508,BHAK0508,Mollusca-511376,Florida Museum of Natural History,BHAK,BHAK290-17,BHAK0508,BHAK0508,,Mollusca-511376,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],1,Yes,24-Jul-2017,Buccinidae,Florida Museum of Natural History,,Mollusca,Gastropoda,Neogastropoda,Buccinidae,,,,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,"Gustav Paulay, Emmett Duffy, Matt Whalen, Alyssa Gehman",24-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,West Beach,51.6519,-128.143,,,,,,,,,Boulder Field,Hand collecting,"boulder field, low intertidal, biotic habitat = Macrocystis and Phyllospadix",IHAK07,
BHAK-06638,BHAK-6638,Gastropoda_545087,Florida Museum of Natural History,BHAK,BHAK2708-20,BHAK-06638,BHAK-6638,BOLD:AAZ4577,Gastropoda_545087,0[n],0[n],510[0n],2,0[n],0[n],0[n],0[n],2,No,23-Jun-2018,Alia carinata,Florida Museum of Natural History,,Mollusca,Gastropoda,Neogastropoda,Columbellidae,,Alia,Alia carinata,Sarah Steinerstauch,,,,Hakai Institute,23-Jun-2018,Canada,British Columbia,Central Coast,Calvert Island,"Choked Pass, Transect I4",51.675,-128.118,,4.5,,,,,,,Seagrass Bed,"Hand collecting, SCUBA",,,EHAK15
BHAK-11612,MAW0327,BHAK-11612,Hakai Institute,BHAK,BHAK2073-19,BHAK-11612,MAW0327,BOLD:ABV9130,BHAK-11612,0[n],0[n],606[0n],2,0[n],0[n],0[n],0[n],2,Yes,16-Oct-2018,Amphissa columbiana,Hakai Institute,,Mollusca,Gastropoda,Neogastropoda,Columbellidae,,Amphissa,Amphissa columbiana,Matt Whalen,matt.whalen@hakai.org,morphology,,Matt Whalen,16-Oct-2018,Canada,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.6471,-128.12,,,,,,,,,seagrass bed,artifical settlement device,scrubby; outside; tagged,,
BHAK-11966,MAW0148,BHAK-11966,Hakai Institute,BHAK,BHAK2056-19,BHAK-11966,MAW0148,BOLD:ABV9130,BHAK-11966,0[n],0[n],655[0n],2,0[n],0[n],0[n],0[n],4,Yes,24-Jul-2018,Amphissa columbiana,Hakai Institute,,Mollusca,Gastropoda,Neogastropoda,Columbellidae,,Amphissa,Amphissa columbiana,Matt Whalen,matt.whalen@hakai.org,morphology,,Matt Whalen,24-Jul-2018,Canada,British Columbia,Central Coast,Choked Pass,Transect E1,51.6788,-128.115,,3.5,,2.5,,,,,seagrass bed,artifical settlement device,,,
BHAK0359,BHAK0359,Mollusca-511343,Florida Museum of Natural History,BHAK,BHAK310-17,BHAK0359,BHAK0359,BOLD:ABV9130,Mollusca-511343,0[n],0[n],658[1n],2,0[n],0[n],0[n],0[n],2,Yes,24-Jul-2017,Amphissa columbiana,Florida Museum of Natural History,,Mollusca,Gastropoda,Neogastropoda,Columbellidae,,Amphissa,Amphissa columbiana,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,"Gustav Paulay, Emmett Duffy, Matt Whalen, Alyssa Gehman",24-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,West Beach,51.6519,-128.143,,,,,,,,,Boulder Field,Hand collecting,"boulder field, low intertidal, biotic habitat = Macrocystis and Phyllospadix",IHAK07,
BHAK-06465,BHAK-6465,Gastropoda_545023,Florida Museum of Natural History,BHAK,BHAK2662-20,BHAK-06465,BHAK-6465,BOLD:ABW7748,Gastropoda_545023,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],1,Yes,24-Jun-2018,Amphissa versicolor,Florida Museum of Natural History,,Mollusca,Gastropoda,Neogastropoda,Columbellidae,,Amphissa,Amphissa versicolor,Sarah Steinerstauch,,,,Hakai Institute,24-Jun-2018,Canada,British Columbia,Central Coast,Calvert Island,Meiofauna Station 22,51.652,-127.967,,20,,,,,,,,Niskin,,,EHAK28
BHAK-06464,BHAK-6464,Gastropoda_545022,Florida Museum of Natural History,BHAK,BHAK2661-20,BHAK-06464,BHAK-6464,BOLD:ABW7748,Gastropoda_545022,0[n],0[n],629[0n],2,0[n],0[n],0[n],0[n],1,Yes,24-Jun-2018,Amphissa,Florida Museum of Natural History,,Mollusca,Gastropoda,Neogastropoda,Columbellidae,,Amphissa,,Sarah Steinerstauch,,,,Hakai Institute,24-Jun-2018,Canada,British Columbia,Central Coast,Calvert Island,Meiofauna Station 21,51.652,-127.967,,20,,,,,,,,Niskin,,,EHAK28
BHAK-06463,BHAK-6463,Gastropoda_545021,Florida Museum of Natural History,BHAK,BHAK2660-20,BHAK-06463,BHAK-6463,BOLD:ABW7748,Gastropoda_545021,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],1,Yes,24-Jun-2018,Amphissa,Florida Museum of Natural History,,Mollusca,Gastropoda,Neogastropoda,Columbellidae,,Amphissa,,Sarah Steinerstauch,,,,Hakai Institute,24-Jun-2018,Canada,British Columbia,Central Coast,Calvert Island,Meiofauna Station 20,51.652,-127.967,,20,,,,,,,,Niskin,,,EHAK28
BHAK-11908,MAW0027,BHAK-11908,Florida Museum of Natural History,BHAK,BHAK2041-19,BHAK-11908,MAW0027,BOLD:ABX2571,BHAK-11908,0[n],0[n],655[0n],2,0[n],0[n],0[n],0[n],7,Yes,24-May-2018,Mitrella tuberosa,Florida Museum of Natural History,,Mollusca,Gastropoda,Neogastropoda,Columbellidae,,Mitrella,Mitrella tuberosa,Matt Whalen,matt.whalen@hakai.org,morphology,,Matt Whalen,24-May-2018,Canada,British Columbia,Central Coast,Choked Pass,Transect E3,51.6749,-128.124,,7,,2.5,,,,,seagrass bed,artifical settlement device,scrubby; inner,,
BHAK-11746,MAW0464,BHAK-11746,Hakai Institute,BHAK,BHAK2101-19,BHAK-11746,MAW0464,BOLD:AAZ4577,BHAK-11746,0[n],0[n],655[0n],2,0[n],0[n],0[n],0[n],1,Yes,15-Jan-2019,Columbellidae,Hakai Institute,,Mollusca,Gastropoda,Neogastropoda,Columbellidae,,,,Matt Whalen,matt.whalen@hakai.org,morphology,,Matt Whalen,15-Jan-2019,Canada,British Columbia,Central Coast,Calvert Island,Second Beach,51.6493,-128.155,,6,,,,,,,"rocky reef, Nereocystis luetkeana forest",artifical settlement device,brush; top; inside,,
BHAK-11854,MAW0249,BHAK-11854,Hakai Institute,BHAK,BHAK2063-19,BHAK-11854,MAW0249,BOLD:AAZ4578,BHAK-11854,0[n],0[n],655[0n],2,0[n],0[n],0[n],0[n],2,Yes,16-Sep-2018,Columbellidae,Hakai Institute,,Mollusca,Gastropoda,Neogastropoda,Columbellidae,,,,Matt Whalen,matt.whalen@hakai.org,morphology,,Matt Whalen,16-Sep-2018,Canada,British Columbia,Central Coast,Calvert Island,Second Beach,51.6493,-128.155,,6,,,,,,,"rocky reef, Nereocystis luetkeana forest",artifical settlement device,,,
BHAK-11745,MAW0463,BHAK-11745,Hakai Institute,BHAK,BHAK2100-19,BHAK-11745,MAW0463,BOLD:ABV9130,BHAK-11745,0[n],0[n],655[0n],2,0[n],0[n],0[n],0[n],3,Yes,15-Jan-2019,Columbellidae,Hakai Institute,,Mollusca,Gastropoda,Neogastropoda,Columbellidae,,,,Matt Whalen,matt.whalen@hakai.org,morphology,,Matt Whalen,15-Jan-2019,Canada,British Columbia,Central Coast,Calvert Island,Second Beach,51.6493,-128.155,,6,,,,,,,"rocky reef, Nereocystis luetkeana forest",artifical settlement device,brush; top; inside,,
BHAK-11748,MAW0466,BHAK-11748,Hakai Institute,BHAK,BHAK2102-19,BHAK-11748,MAW0466,BOLD:ABX2571,BHAK-11748,0[n],0[n],655[0n],2,0[n],0[n],0[n],0[n],4,Yes,16-Jan-2019,Columbellidae,Hakai Institute,,Mollusca,Gastropoda,Neogastropoda,Columbellidae,,,,Matt Whalen,matt.whalen@hakai.org,morphology,,Matt Whalen,16-Jan-2019,Canada,British Columbia,Central Coast,Rattenbury Island,Rattenbury Pinnacle,51.6914,-128.08,,5.2,,,,,,,rocky reef,artifical settlement device,brush; top; inside,,
BHAK-1068,BHAK-1068,Mollusca-511488,Florida Museum of Natural History,BHAK,BHAK3920-20,BHAK-1068,BHAK-1068,BOLD:ADF3094,Mollusca-511488,0[n],0[n],620[0n],2,0[n],0[n],0[n],0[n],1,Yes,29-Jul-2017,Kurtziella,Florida Museum of Natural History,,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,,Kurtziella,,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Hakai Institute,29-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.655,-128.129,,,,,,,,,"in Phyllospadix sp., in sediment",sediment sample,,,IHAK19A
BHAK0511,BHAK0511,Mollusca-511378,Florida Museum of Natural History,BHAK,BHAK298-17,BHAK0511,BHAK0511,BOLD:ADF3094,Mollusca-511378,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,23-Jul-2017,Kurtziella,Florida Museum of Natural History,,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,,Kurtziella,,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,Kurtziella hecetae,Dudas Sarah,23-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,Piles Beach,51.6455,-128.086,,,,,Handheld GPS,,,,sheltered bay,Hand collecting,"sand/silt, extra low 0.8 - 0.2 m",SHAK06,
BHAK-11962,MAW0144,BHAK-11962,Hakai Institute,BHAK,BHAK2055-19,BHAK-11962,MAW0144,BOLD:ACM2830,BHAK-11962,0[n],0[n],655[0n],2,0[n],0[n],0[n],0[n],3,Yes,24-Jul-2018,Granulina margaritula,Hakai Institute,,Mollusca,Gastropoda,Neogastropoda,Marginellidae,Granulininae,Granulina,Granulina margaritula,Matt Whalen,matt.whalen@hakai.org,morphology,,Matt Whalen,24-Jul-2018,Canada,British Columbia,Central Coast,Choked Pass,Transect E3,51.6749,-128.124,,7,,2.5,,,,,seagrass bed,artifical settlement device,,,
BHAK-0736,BHAK-0736,Mollusca-511417,Florida Museum of Natural History,BHAK,BHAK2114-19,BHAK-0736,BHAK-0736,BOLD:ABV5037,Mollusca-511417,0[n],0[n],655[0n],2,0[n],0[n],0[n],0[n],2,Yes,26-Jul-2017,Ceratostoma foliatum,Florida Museum of Natural History,,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ocenebrinae,Ceratostoma,Ceratostoma foliatum,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Gustav Paulay,26-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.6553,-128.129,,,,,,,,,sheltered bay,hand collected,,IHAK12,
BHAK0404,BHAK0404,Mollusca-511363,Florida Museum of Natural History,BHAK,BHAK300-17,BHAK0404,BHAK0404,BOLD:ABV5037,Mollusca-511363,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,23-Jul-2017,Ceratostoma foliatum,Florida Museum of Natural History,,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ocenebrinae,Ceratostoma,Ceratostoma foliatum,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,"Gustav Paulay, Emmett Duffy",23-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,Crazy Town,51.6671,-128.134,,,,,,,morning,,rocky scarp/wall,hand collected,low intertidal crevice,IHAK05,
BHAK1437,BHAK1437,Mollusca-511515,Florida Museum of Natural History,BHAK,BHAK230-17,BHAK1437,BHAK1437,BOLD:ABV5037,Mollusca-511515,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,30-Jul-2017,Ceratostoma foliatum,Florida Museum of Natural History,,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ocenebrinae,Ceratostoma,Ceratostoma foliatum,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Zach Monteith,30-Jul-2017,Canada,British Columbia,Central Coast,Rattenbury Island,,51.7012,-128.074,,5.2,,,IPAD (collector),,,,rock outcrop,hand collected by SCUBA,"Rattenbury Island ARMS, biotic habitat = Coraline Algae",XHAK02A,
BHAK0403,BHAK0403,Mollusca-511362,Florida Museum of Natural History,BHAK,BHAK313-17,BHAK0403,BHAK0403,BOLD:ABV5037,Mollusca-511362,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,23-Jul-2017,Ceratostoma foliatum,Florida Museum of Natural History,,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ocenebrinae,Ceratostoma,Ceratostoma foliatum,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,"Gustav Paulay, Emmett Duffy",23-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,Crazy Town,51.6671,-128.134,,,,,,,morning,,rocky scarp/wall,hand collected,low intertidal crevice,IHAK05,
BHAK-11984,MAW0117,BHAK-11984,Hakai Institute,BHAK,BHAK2052-19,BHAK-11984,MAW0117,BOLD:AAA4445,BHAK-11984,0[n],0[n],650[0n],2,0[n],0[n],0[n],0[n],6,Yes,25-Apr-2018,Ceratostoma,Hakai Institute,,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ocenebrinae,Ceratostoma,,Matt Whalen,matt.whalen@hakai.org,morphology,,Matt Whalen,25-Apr-2018,Canada,British Columbia,Central Coast,Calvert Island,West Beach,51.6487,-128.151,,4,,,,,,,"rocky reef, Macrocystis pyrifera forest",artifical settlement device,,,
BHAK3573,BHAK3573,Mollusca-511762,Florida Museum of Natural History,BHAK,BHAK420-17,BHAK3573,BHAK3573,BOLD:AAZ4580,Mollusca-511762,0[n],0[n],655[0n],2,0[n],0[n],0[n],0[n],3,Yes,08-Aug-2017,Nucella canaliculata,Florida Museum of Natural History,,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ocenebrinae,Nucella,Nucella canaliculata,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Paulay Gustav,08-Aug-2017,Canada,British Columbia,Central Coast,Calvert Island,North Beach,51.6668,-128.134,,,,,GPS,,,,rock outcrop,Hand collecting,,IHAK66,
BHAK3574,BHAK3574,Mollusca-511763,Florida Museum of Natural History,BHAK,BHAK419-17,BHAK3574,BHAK3574,BOLD:AAZ4580,Mollusca-511763,0[n],0[n],655[0n],2,0[n],0[n],0[n],0[n],3,Yes,08-Aug-2017,Nucella canaliculata,Florida Museum of Natural History,,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ocenebrinae,Nucella,Nucella canaliculata,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Paulay Gustav,08-Aug-2017,Canada,British Columbia,Central Coast,Calvert Island,North Beach,51.6668,-128.134,,,,,GPS,,,,rock outcrop,Hand collecting,,IHAK66,
BHAK0988,BHAK0988,Mollusca-511475,Florida Museum of Natural History,BHAK,BHAK270-17,BHAK0988,BHAK0988,BOLD:AAZ4580,Mollusca-511475,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,27-Jul-2017,Nucella canaliculata,Florida Museum of Natural History,,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ocenebrinae,Nucella,Nucella canaliculata,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Kyle Hall,27-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,Seventh Beach,51.638,-128.147,,,,,iPad (Collector),,,,mussel reef on rock wall,Hand Collecting,"south wall mussel bed, mid intertidal",RHAK04,
BHAK0989,BHAK0989,Mollusca-511476,Florida Museum of Natural History,BHAK,BHAK269-17,BHAK0989,BHAK0989,BOLD:AAZ4580,Mollusca-511476,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,27-Jul-2017,Nucella canaliculata,Florida Museum of Natural History,,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ocenebrinae,Nucella,Nucella canaliculata,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Kyle Hall,27-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,Seventh Beach,51.638,-128.147,,,,,iPad (Collector),,,,mussel reef on rock wall,Hand Collecting,"south wall mussel bed, mid intertidal",RHAK04,
BHAK3731,BHAK3731,Mollusca-511789,Florida Museum of Natural History,BHAK,BHAK410-17,BHAK3731,BHAK3731,BOLD:AAA4445,Mollusca-511789,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,10-Aug-2017,Nucella lamellosa,Florida Museum of Natural History,,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ocenebrinae,Nucella,Nucella lamellosa,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,"Chris Harley, Chris Neufeld, Alyssa Gehman",10-Aug-2017,Canada,British Columbia,Central Coast,Calvert Island,,51.648,-127.997,,,,,GPS,,,,bay,hand collected,"Kwakshua Southeast, biotic habitat = barnacles",ZHAK41,
BHAK3732,BHAK3732,Mollusca-511790,Florida Museum of Natural History,BHAK,BHAK409-17,BHAK3732,BHAK3732,BOLD:AAA4445,Mollusca-511790,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,10-Aug-2017,Nucella lamellosa,Florida Museum of Natural History,,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ocenebrinae,Nucella,Nucella lamellosa,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,"Chris Harley, Chris Neufeld, Alyssa Gehman",10-Aug-2017,Canada,British Columbia,Central Coast,Calvert Island,,51.648,-127.997,,,,,GPS,,,,bay,hand collected,"Kwakshua Southeast, biotic habitat = barnacles",ZHAK41,
BHAK0992,BHAK0992,Mollusca-511479,Florida Museum of Natural History,BHAK,BHAK265-17,BHAK0992,BHAK0992,BOLD:AAA4445,Mollusca-511479,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,27-Jul-2017,Nucella lamellosa,Florida Museum of Natural History,,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ocenebrinae,Nucella,Nucella lamellosa,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Kyle Hall,27-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,Seventh Beach,51.638,-128.147,,,,,iPad (Collector),,,,mussel reef on rock wall,Hand Collecting,"south wall mussel bed, mid intertidal",RHAK04,
