accession,taxa_verbatim,found_taxa,rank,kingdom,phylum,class,order,family,genus,freshwater_only,terrestrial_only
JN050311,Pseudo-nitzschia hasleana,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
JN050310,Pseudo-nitzschia hasleana,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
NC_056161,Pseudo-nitzschia cuspidata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
JN050307,Pseudo-nitzschia cuspidata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KX572941,Pseudo-nitzschia pseudodelicatissima,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
JN050306,Pseudo-nitzschia cuspidata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KX572927,Pseudo-nitzschia cuspidata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
NC_056171,Pseudo-nitzschia micropora,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
JN050312,Pseudo-nitzschia lineola,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KR871392,Pseudo-nitzschia lundholmiae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KX572923,Pseudo-nitzschia circumpora,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KX572922,Pseudo-nitzschia caciantha,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KX572924,Pseudo-nitzschia circumpora,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KX572933,Pseudo-nitzschia fukuyoi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KX572937,Pseudo-nitzschia lundholmiae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KP101080,Pseudo-nitzschia plurisecta,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KP101078,Pseudo-nitzschia plurisecta,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KP101079,Pseudo-nitzschia plurisecta,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KX572938,Pseudo-nitzschia lundholmiae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KX572939,Pseudo-nitzschia lundholmiae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KX572940,Pseudo-nitzschia lundholmiae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KX572935,Pseudo-nitzschia subpacifica,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KX572934,Pseudo-nitzschia fukuyoi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KX572932,Pseudo-nitzschia fukuyoi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KX572936,Pseudo-nitzschia lundholmiae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KX572925,Pseudo-nitzschia cuspidata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KR871391,Pseudo-nitzschia fukuyoi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KP101081,Pseudo-nitzschia abrensis,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KX572918,Pseudo-nitzschia kodamae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KP101082,Pseudo-nitzschia abrensis,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KX572931,Pseudo-nitzschia fukuyoi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KX572930,Pseudo-nitzschia fukuyoi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KX572929,Pseudo-nitzschia fukuyoi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KX572916,Pseudo-nitzschia bipertita,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KX572917,Pseudo-nitzschia kodamae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KX572912,Pseudo-nitzschia abrensis,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KX572919,Pseudo-nitzschia kodamae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KR871384,Pseudo-nitzschia circumpora,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KP750173,Pseudo-nitzschia multistriata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KP750175,Pseudo-nitzschia multistriata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
ON646003,Rhizosolenia setigera,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
ON646007,Rhizosolenia setigera,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
ON646004,Rhizosolenia setigera,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
ON646006,Rhizosolenia setigera,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
ON646005,Rhizosolenia setigera,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
ON645999,Rhizosolenia setigera,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
ON646000,Rhizosolenia setigera,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
ON645998,Rhizosolenia setigera,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
NC_059919,Rhizosolenia setigera,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
ON646001,Rhizosolenia setigera,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
ON646002,Rhizosolenia setigera,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KJ671725,Trieres chinensis,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
AM850252,Dictyocha speculum,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
AY955052,Micromonas pusilla,Green plant,offtarget,Eukaryota,Viridiplantae,NA,NA,NA,NA,NA,NA
AY955049,Micromonas pusilla,Green plant,offtarget,Eukaryota,Viridiplantae,NA,NA,NA,NA,NA,NA
HQ848880,uncultured Jiaozhou Bay zooplankton,Unknown organism,offtarget,Eukaryota,environmental samples,NA,NA,NA,NA,NA,NA
HQ848838,uncultured Jiaozhou Bay zooplankton,Unknown organism,offtarget,Eukaryota,environmental samples,NA,NA,NA,NA,NA,NA
HQ848878,uncultured Jiaozhou Bay zooplankton,Unknown organism,offtarget,Eukaryota,environmental samples,NA,NA,NA,NA,NA,NA
HQ848867,uncultured Jiaozhou Bay zooplankton,Unknown organism,offtarget,Eukaryota,environmental samples,NA,NA,NA,NA,NA,NA
AY955047,Micromonas pusilla,Green plant,offtarget,Eukaryota,Viridiplantae,NA,NA,NA,NA,NA,NA
AY955056,Micromonas pusilla,Green plant,offtarget,Eukaryota,Viridiplantae,NA,NA,NA,NA,NA,NA
AY955050,Micromonas pusilla,Green plant,offtarget,Eukaryota,Viridiplantae,NA,NA,NA,NA,NA,NA
NC_012643,Micromonas commoda,Green plant,offtarget,Eukaryota,Viridiplantae,NA,NA,NA,NA,NA,NA
AY955053,Micromonas pusilla,Green plant,offtarget,Eukaryota,Viridiplantae,NA,NA,NA,NA,NA,NA
AY955062,Micromonas pusilla,Green plant,offtarget,Eukaryota,Viridiplantae,NA,NA,NA,NA,NA,NA
AY955057,Micromonas pusilla,Green plant,offtarget,Eukaryota,Viridiplantae,NA,NA,NA,NA,NA,NA
AY955054,Micromonas pusilla,Green plant,offtarget,Eukaryota,Viridiplantae,NA,NA,NA,NA,NA,NA
AY955051,Micromonas pusilla,Green plant,offtarget,Eukaryota,Viridiplantae,NA,NA,NA,NA,NA,NA
KC732415,zooplankton environmental sample,Unknown organism,offtarget,Eukaryota,environmental samples,NA,NA,NA,NA,NA,NA
GQ501243,Levanderina fissa,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
AY786473,Levanderina fissa,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501245,Levanderina fissa,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501610,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501724,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501730,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501469,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501513,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
LC150744,Margalefidinium polykrikoides,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501538,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501828,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501447,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501787,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
HM236193,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501817,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501842,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501833,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
HM236194,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501796,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501497,uncultured Thecadinium,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KF543357,Azadinium dalianense,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501444,uncultured Thecadinium,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501470,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
HQ324903,Azadinium poporum,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501712,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501533,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501436,uncultured Thecadinium,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501683,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
FJ217817,Azadinium spinosum,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ914937,Azadinium obesum,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
HQ324901,Azadinium poporum,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501814,uncultured Thecadinium,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
FR877581,Azadinium cf. poporum HJ-2011,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501831,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501786,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502039,uncultured Peridinium,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501776,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501145,Alexandrium sp. RFS-2009a,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501152,Alexandrium minutum,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501636,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501167,Alexandrium sp. CCMP2080,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501266,Lingulodinium polyedra,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501265,Lingulodinium polyedra,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501634,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501158,Alexandrium minutum,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501618,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
HM236195,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501183,Alexandrium tamarense,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501839,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501606,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
LC192726,Skeletonema dohrnii,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
AB706220,Skeletonema dohrnii,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
PP798116,Skeletonema marinoi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
AB706224,Skeletonema dohrnii,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
LC192727,Skeletonema dohrnii,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
PP798155,Skeletonema marinoi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
LC222539,Skeletonema dohrnii,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
PP798129,Skeletonema marinoi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
LC222538,Skeletonema dohrnii,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
AB706228,Skeletonema dohrnii,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
AB706222,Skeletonema dohrnii,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
PP798131,Skeletonema marinoi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
AB706239,Skeletonema marinoi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
LC192725,Skeletonema dohrnii,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
PP798139,Skeletonema marinoi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
PP798143,Skeletonema marinoi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
PP798159,Skeletonema marinoi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
PP798154,Skeletonema marinoi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
PP798127,Skeletonema marinoi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
PP798128,Skeletonema marinoi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
AB948152,Skeletonema dohrnii,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
AB020227,Skeletonema costatum,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
AB706223,Skeletonema dohrnii,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
LC192730,Skeletonema dohrnii,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
NC_028615,Skeletonema marinoi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
PP798157,Skeletonema marinoi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
PP798149,Skeletonema marinoi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
AB706227,Skeletonema dohrnii,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
PP798148,Skeletonema marinoi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
LC192709,Skeletonema dohrnii,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
LC192728,Skeletonema dohrnii,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
LC192729,Skeletonema dohrnii,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
LC814769,Skeletonema dohrnii,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MW438984,Skeletonema marinoi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
PP798146,Skeletonema marinoi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
PP798130,Skeletonema marinoi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
PP798158,Skeletonema marinoi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
AB706225,Skeletonema dohrnii,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
LC814772,Skeletonema dohrnii,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
PP798156,Skeletonema marinoi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
PP798145,Skeletonema marinoi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
LC192707,Skeletonema dohrnii,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
AB706221,Skeletonema dohrnii,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KJ671741,Skeletonema marinoi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KJ671743,Skeletonema marinoi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KJ671742,Skeletonema marinoi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KJ671744,Skeletonema marinoi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
LC192731,Skeletonema potamos,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MT684640,Skeletonema costatum,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MT684644,Skeletonema costatum,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
AB020222,Cylindrotheca closterium,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
NC_037986,Cylindrotheca closterium,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MH819222,Cylindrotheca closterium,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MH819221,Cylindrotheca closterium,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MH819223,Cylindrotheca closterium,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MH819220,Cylindrotheca closterium,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MH819224,Cylindrotheca closterium,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MW849265,Cylindrotheca closterium,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ844252,Cylindrotheca closterium,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MH819230,Cylindrotheca closterium,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MH819228,Cylindrotheca closterium,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ844253,Cylindrotheca fusiformis,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MH819227,Cylindrotheca closterium,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MH819235,Cylindrotheca closterium,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MH819232,Cylindrotheca closterium,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MH819225,Cylindrotheca closterium,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MH819234,Cylindrotheca closterium,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MH819226,Cylindrotheca closterium,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ844249,Chaetoceros socialis,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MT760742,Phaeocystis globosa,Algae,offtarget,Eukaryota,Haptista,NA,NA,NA,NA,NA,NA
MT760738,Phaeocystis globosa,Algae,offtarget,Eukaryota,Haptista,NA,NA,NA,NA,NA,NA
JN050308,Pseudo-nitzschia fryxelliana,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
JN050309,Pseudo-nitzschia fryxelliana,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KX572928,Pseudo-nitzschia decipiens,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KR871393,Pseudo-nitzschia lundholmiae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501998,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501988,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502000,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501948,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501954,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501906,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501878,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501945,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501917,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501950,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502028,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501896,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501959,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501897,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501908,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501967,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501894,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501919,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502016,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501884,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502011,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501965,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502019,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501923,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501963,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502002,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501892,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501932,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502015,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501928,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501947,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501943,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501899,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501999,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501957,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501953,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501876,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501887,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501993,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501891,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501864,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502004,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501886,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501882,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501962,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501975,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501966,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501984,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501977,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501960,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KC732392,zooplankton environmental sample,Unknown organism,offtarget,Eukaryota,environmental samples,NA,NA,NA,NA,NA,NA
KC732383,zooplankton environmental sample,Unknown organism,offtarget,Eukaryota,environmental samples,NA,NA,NA,NA,NA,NA
